order_date,member_grade_label,first_category,second_category,transition_buyers,second_orders,quantity,revenue
2025-01-30,FAMILY,하이킹,남성,2,2,2,59980
2025-01-31,FAMILY,UNKNOWN,남성,3,3,3,136550
2025-01-31,FAMILY,UNKNOWN,셋업,2,2,2,84920
2025-01-31,FAMILY,UNKNOWN,UNKNOWN,1,1,1,84590
2025-01-31,FAMILY,UNKNOWN,자켓/ 베스트,1,1,1,67090
2025-01-31,FAMILY,UNKNOWN,하이킹,1,1,1,60100
2025-01-31,FAMILY,가방,남성,2,2,3,38050
2025-01-31,FAMILY,가방,자켓/ 베스트,1,1,1,27700
2025-01-31,FAMILY,가방,라운드티,1,1,1,20650
2025-01-31,FAMILY,긴바지,남성,9,9,12,445650
2025-01-31,FAMILY,긴바지,셋업,1,1,1,28210
2025-01-31,FAMILY,남성,남성,148,148,181,6963920
2025-01-31,FAMILY,남성,여성,17,17,17,939910
2025-01-31,FAMILY,남성,셋업,5,5,5,285450
2025-01-31,FAMILY,남성,자켓/ 베스트,8,8,8,248460
2025-01-31,FAMILY,남성,등산화,2,2,2,216820
2025-01-31,FAMILY,남성,하이킹,2,2,2,212740
2025-01-31,FAMILY,남성,패딩/슬림다운,1,1,1,133590
2025-01-31,FAMILY,남성,UNKNOWN,3,3,3,128250
2025-01-31,FAMILY,남성,볼캡,5,5,5,111330
2025-01-31,FAMILY,남성,가방,2,2,2,101090
2025-01-31,FAMILY,남성,라운드티,5,5,5,98250
2025-01-31,FAMILY,남성,장갑,4,4,4,93940
2025-01-31,FAMILY,남성,액세서리,3,3,5,65620
2025-01-31,FAMILY,남성,맨투맨/후드티,1,1,1,59300
2025-01-31,FAMILY,등산화,남성,8,8,10,341970
2025-01-31,FAMILY,라운드티,남성,19,19,26,978680
2025-01-31,FAMILY,라운드티,여성,10,10,10,599880
2025-01-31,FAMILY,라운드티,하이킹,1,1,1,109710
2025-01-31,FAMILY,라운드티,라운드티,2,2,3,73170
2025-01-31,FAMILY,라운드티,부츠,1,1,1,72700
2025-01-31,FAMILY,라운드티,자켓/ 베스트,2,2,2,56600
2025-01-31,FAMILY,라운드티,캐주얼,1,1,1,47540
2025-01-31,FAMILY,라운드티,셋업,1,1,1,37090
2025-01-31,FAMILY,라운드티,장갑,1,1,1,21000
2025-01-31,FAMILY,라운드티,UNKNOWN,1,1,1,19440
2025-01-31,FAMILY,맨투맨/후드티,남성,4,4,4,102780
2025-01-31,FAMILY,맨투맨/후드티,셋업,1,1,1,83720
2025-01-31,FAMILY,미드/롱다운,남성,3,3,3,139780
2025-01-31,FAMILY,바람막이,남성,4,4,4,139060
2025-01-31,FAMILY,반바지,하이킹,1,1,1,109710
2025-01-31,FAMILY,반바지,남성,1,1,1,23600
2025-01-31,FAMILY,방수자켓,하이킹,1,1,1,109710
2025-01-31,FAMILY,버킷/부니,남성,1,1,1,38540
2025-01-31,FAMILY,볼캡,UNKNOWN,1,1,1,105300
2025-01-31,FAMILY,볼캡,가방,1,1,1,50930
2025-01-31,FAMILY,상의,남성,2,2,2,77990
2025-01-31,FAMILY,셋업,남성,8,8,8,496610
2025-01-31,FAMILY,셋업,여성,3,3,3,129810
2025-01-31,FAMILY,셋업,셔츠,1,1,1,101440
2025-01-31,FAMILY,셋업,부츠,1,1,1,72700
2025-01-31,FAMILY,셋업,셋업,1,1,1,37090
2025-01-31,FAMILY,셋업,자켓/ 베스트,1,1,1,24230
2025-01-31,FAMILY,액세서리,남성,3,3,3,131070
2025-01-31,FAMILY,액세서리,하이킹,1,1,1,110440
2025-01-31,FAMILY,액세서리,캐주얼,1,1,1,47540
2025-01-31,FAMILY,액세서리,액세서리,1,1,1,16480
2025-01-31,FAMILY,여성,남성,15,15,15,755490
2025-01-31,FAMILY,여성,여성,7,7,7,572370
2025-01-31,FAMILY,여성,라운드티,2,2,2,54790
2025-01-31,FAMILY,여성,캐주얼,1,1,1,42400
2025-01-31,FAMILY,여성,자켓/ 베스트,1,1,1,30560
2025-01-31,FAMILY,여성,자켓/베스트,1,1,1,28070
2025-01-31,FAMILY,여성,셋업,1,1,1,23520
2025-01-31,FAMILY,여성,장갑,1,1,1,22050
2025-01-31,FAMILY,여성,UNKNOWN,1,1,1,21600
2025-01-31,FAMILY,자켓/ 베스트,남성,3,3,4,173500
2025-01-31,FAMILY,자켓/ 베스트,폴로/집업티,2,2,2,76370
2025-01-31,FAMILY,자켓/ 베스트,셋업,2,2,2,74530
2025-01-31,FAMILY,자켓/ 베스트,부츠,1,1,1,72700
2025-01-31,FAMILY,자켓/ 베스트,여성,1,1,1,45260
2025-01-31,FAMILY,자켓/ 베스트,자켓/ 베스트,1,1,1,30190
2025-01-31,FAMILY,자켓/베스트,여성,1,1,1,93280
2025-01-31,FAMILY,자켓/베스트,남성,1,1,3,43560
2025-01-31,FAMILY,캐주얼,여성,1,1,1,46300
2025-01-31,FAMILY,트레일러닝,남성,1,1,1,103370
2025-01-31,FAMILY,패딩/슬림다운,자켓/베스트,1,1,1,28070
2025-01-31,FAMILY,패딩/슬림다운,남성,1,1,1,19500
2025-01-31,FAMILY,하이킹,남성,6,6,6,275120
2025-01-31,FAMILY,하이킹,하이킹,1,1,1,100380
2025-01-31,FAMILY,하이킹,가방,1,1,1,63000
2025-01-31,GOLD,남성,남성,1,1,2,186550
2025-01-31,SILVER,UNKNOWN,자켓/ 베스트,1,1,1,107000
2025-01-31,SILVER,남성,남성,8,8,12,1009300
2025-01-31,SILVER,남성,패딩/슬림다운,2,2,2,254650
2025-01-31,SILVER,남성,긴바지,1,1,1,112770
2025-01-31,SILVER,남성,액세서리,1,1,1,14450
2025-01-31,SILVER,반바지,남성,1,1,1,68460
2025-01-31,SILVER,스니커즈,남성,1,1,1,209270
2025-01-31,SILVER,액세서리,긴바지,1,1,1,112770
2025-01-31,SILVER,자켓/ 베스트,남성,1,1,3,290300
2025-01-31,SILVER,자켓/ 베스트,패딩/슬림다운,1,1,1,159000
2025-01-31,SILVER,자켓/베스트,남성,1,1,3,290300
2025-01-31,SILVER,자켓/베스트,패딩/슬림다운,1,1,1,159000
2025-02-01,FAMILY,긴바지,하이킹,1,1,1,130920
2025-02-01,FAMILY,긴바지,남성,1,1,1,79320
2025-02-01,FAMILY,남성,남성,2,2,2,55100
2025-02-01,FAMILY,남성,여성,1,1,1,37950
2025-02-01,FAMILY,상의,여성,1,1,1,106350
2025-02-02,FAMILY,남성,남성,4,4,4,358430
2025-02-02,FAMILY,남성,긴바지,1,1,1,79000
2025-02-02,FAMILY,셋업,남성,1,1,1,176620
2025-02-03,FAMILY,남성,여성,1,1,1,212540
2025-02-03,FAMILY,남성,장갑,1,1,1,47300
2025-02-03,GOLD,남성,남성,1,1,1,44000
2025-02-03,SILVER,남성,남성,1,1,1,123370
2025-02-04,FAMILY,가방,남성,1,1,1,38540
2025-02-04,FAMILY,남성,폴로티/집업,2,2,2,138600
2025-02-04,FAMILY,남성,남성,3,3,3,113020
2025-02-04,FAMILY,남성,UNKNOWN,1,1,1,109780
2025-02-04,FAMILY,남성,볼캡,1,1,1,18600
2025-02-04,FAMILY,액세서리,폴로티/집업,1,1,1,69300
2025-02-04,FAMILY,액세서리,남성,1,1,1,23950
2025-02-04,FAMILY,여성,남성,1,1,1,23950
2025-02-04,SILVER,남성,남성,1,1,1,97300
2025-02-05,FAMILY,남성,남성,5,5,6,479420
2025-02-05,FAMILY,남성,라운드티,1,1,1,31300
2025-02-05,FAMILY,라운드티,여성,1,1,1,52300
2025-02-05,FAMILY,바람막이,남성,1,1,2,189260
2025-02-05,FAMILY,볼캡,액세서리,1,1,2,19630
2025-02-05,FAMILY,여성,등산화,1,1,1,129130
2025-02-05,FAMILY,하이킹,등산화,1,1,1,143300
2025-02-05,SILVER,UNKNOWN,미드/롱다운,1,1,1,447200
2025-02-06,FAMILY,남성,남성,5,5,5,602550
2025-02-06,FAMILY,남성,여성,2,2,2,247140
2025-02-06,FAMILY,남성,가방,1,1,1,60210
2025-02-06,FAMILY,셋업,남성,1,1,1,81310
2025-02-06,FAMILY,여성,가방,1,1,1,60210
2025-02-06,FAMILY,여성,여성,1,1,1,59000
2025-02-06,FAMILY,인터체인지 (3 in 1),등산화,1,1,1,100170
2025-02-06,FAMILY,자켓/ 베스트,하이킹,1,1,1,123300
2025-02-06,FAMILY,자켓/ 베스트,남성,1,1,1,98170
2025-02-06,FAMILY,장갑,가방,1,1,1,61970
2025-02-06,SILVER,여성,여성,1,1,1,59000
2025-02-07,FAMILY,남성,남성,8,8,9,789380
2025-02-07,FAMILY,남성,하이킹,5,5,5,248410
2025-02-07,FAMILY,남성,등산화,1,1,1,118300
2025-02-07,FAMILY,남성,액세서리,2,2,4,37480
2025-02-07,FAMILY,남성,볼캡,1,1,1,30080
2025-02-07,FAMILY,라운드티,등산화,1,1,1,135140
2025-02-07,FAMILY,볼캡,볼캡,1,1,1,30080
2025-02-07,FAMILY,부츠,남성,1,1,1,93370
2025-02-07,FAMILY,액세서리,남성,1,1,1,251850
2025-02-07,FAMILY,여성,하이킹,2,2,2,93990
2025-02-07,FAMILY,자켓/베스트,하이킹,1,1,1,55000
2025-02-07,FAMILY,패딩/슬림다운,남성,1,1,1,251850
2025-02-07,FAMILY,폴로티/집업,UNKNOWN,1,1,1,29460
2025-02-08,FAMILY,남성,하이킹,1,1,1,123300
2025-02-08,FAMILY,남성,가방,1,1,1,71700
2025-02-08,FAMILY,남성,남성,1,1,1,47530
2025-02-08,FAMILY,남성,UNKNOWN,1,1,1,27350
2025-02-08,FAMILY,볼캡,남성,1,1,3,241030
2025-02-08,FAMILY,셋업,셋업,1,1,1,53200
2025-02-08,FAMILY,여성,남성,1,1,3,241030
2025-02-08,FAMILY,하이킹,남성,1,1,1,212570
2025-02-08,SILVER,남성,남성,2,2,2,150820
2025-02-09,FAMILY,남성,남성,3,3,3,337080
2025-02-09,FAMILY,남성,여성,2,2,2,317740
2025-02-09,FAMILY,남성,긴바지,1,1,1,122610
2025-02-09,FAMILY,남성,자켓/ 베스트,1,1,1,47700
2025-02-09,FAMILY,남성,장갑,1,1,1,39000
2025-02-09,FAMILY,바람막이,남성,1,1,1,132200
2025-02-09,FAMILY,여성,여성,2,2,2,170200
2025-02-09,FAMILY,여성,장갑,2,2,2,135560
2025-02-09,FAMILY,여성,남성,1,1,1,86670
2025-02-09,FAMILY,자켓/베스트,여성,1,1,1,51000
2025-02-09,FAMILY,하이킹,남성,1,1,3,156600
2025-02-09,FAMILY,하이킹,하이킹,1,1,2,110000
2025-02-09,SILVER,남성,남성,1,1,4,317750
2025-02-10,FAMILY,남성,남성,2,2,2,231560
2025-02-10,FAMILY,남성,하이킹,1,1,1,117530
2025-02-10,FAMILY,남성,크로스/토트백,1,1,1,51300
2025-02-10,FAMILY,하이킹,하이킹,1,1,1,48000
2025-02-10,SILVER,남성,하이킹,1,1,1,128970
2025-02-10,SILVER,남성,셔츠,1,1,1,116950
2025-02-10,SILVER,남성,남성,1,1,1,71830
2025-02-10,SILVER,셋업,하이킹,1,1,1,49410
2025-02-10,SILVER,여성,하이킹,1,1,1,49410
2025-02-10,SILVER,자켓/ 베스트,하이킹,1,1,1,49410
2025-02-10,SILVER,자켓/ 베스트,남성,1,1,1,34000
2025-02-10,SILVER,캐주얼,남성,1,1,1,269100
2025-02-10,SILVER,캐주얼,자켓/ 베스트,1,1,1,112770
2025-02-10,TITANIUM,남성,셋업,1,1,1,132300
2025-02-10,TITANIUM,남성,남성,1,1,1,125300
2025-02-10,TITANIUM,셋업,셋업,1,1,1,132300
2025-02-10,TITANIUM,셋업,남성,1,1,1,125300
2025-02-10,TITANIUM,하이킹,셋업,1,1,1,132300
2025-02-10,TITANIUM,하이킹,남성,1,1,1,125300
2025-02-11,FAMILY,남성,남성,3,3,3,401910
2025-02-11,FAMILY,남성,여성,1,1,1,128920
2025-02-11,FAMILY,남성,하이킹,1,1,1,117740
2025-02-11,FAMILY,셋업,셋업,1,1,1,55200
2025-02-11,FAMILY,셋업,하이킹,1,1,1,55000
2025-02-11,FAMILY,하이킹,하이킹,1,1,1,50000
2025-02-11,SILVER,남성,남성,1,1,1,159000
2025-02-11,SILVER,남성,맨투맨/후드티,1,1,1,56810
2025-02-12,FAMILY,가방,볼캡,1,1,1,24100
2025-02-12,FAMILY,긴바지,등산화,1,1,1,114940
2025-02-12,FAMILY,남성,남성,5,5,6,303170
2025-02-12,FAMILY,남성,UNKNOWN,1,1,1,94000
2025-02-12,FAMILY,남성,여성,1,1,1,51510
2025-02-12,FAMILY,남성,볼캡,1,1,1,24100
2025-02-12,FAMILY,남성,액세서리,1,1,1,21200
2025-02-12,FAMILY,반바지,UNKNOWN,1,1,1,94000
2025-02-12,FAMILY,상의,UNKNOWN,1,1,1,94000
2025-02-12,FAMILY,자켓/베스트,여성,1,1,1,51510
2025-02-13,FAMILY,긴바지,가방,1,1,1,72000
2025-02-13,FAMILY,남성,남성,6,6,7,301000
2025-02-13,FAMILY,남성,가방,2,2,2,150150
2025-02-13,FAMILY,남성,액세서리,1,1,2,17780
2025-02-13,FAMILY,미드/롱다운,남성,1,1,1,169100
2025-02-13,FAMILY,미드/롱다운,가방,1,1,1,73000
2025-02-13,FAMILY,볼캡,가방,1,1,1,74700
2025-02-13,FAMILY,액세서리,남성,1,1,1,137410
2025-02-13,FAMILY,여성,여성,1,1,1,56580
2025-02-13,FAMILY,자켓/ 베스트,하이킹,1,1,1,47420
2025-02-13,FAMILY,자켓/ 베스트,남성,1,1,1,37650
2025-02-13,FAMILY,하이킹,하이킹,1,1,1,54470
2025-02-13,FAMILY,하이킹,남성,1,1,1,48530
2025-02-13,SILVER,남성,남성,1,1,1,165000
2025-02-14,FAMILY,남성,남성,4,4,8,310290
2025-02-14,FAMILY,남성,하이킹,1,1,1,124150
2025-02-14,FAMILY,남성,가방,1,1,1,66200
2025-02-14,FAMILY,셋업,남성,1,1,1,54920
2025-02-15,FAMILY,가방,남성,1,1,1,24570
2025-02-15,FAMILY,남성,남성,3,3,3,269240
2025-02-15,FAMILY,남성,셋업,1,1,1,104300
2025-02-15,FAMILY,남성,가방,1,1,1,64420
2025-02-15,FAMILY,남성,자켓/베스트,1,1,1,44870
2025-02-15,FAMILY,남성,액세서리,1,1,2,20950
2025-02-15,FAMILY,남성,여성,1,1,1,10480
2025-02-15,FAMILY,라운드티,가방,1,1,1,64420
2025-02-15,FAMILY,라운드티,자켓/베스트,1,1,1,44870
2025-02-15,FAMILY,바람막이,가방,1,1,1,64420
2025-02-15,FAMILY,바람막이,자켓/베스트,1,1,1,44870
2025-02-15,FAMILY,셋업,셋업,1,1,1,104300
2025-02-15,SILVER,바람막이,남성,1,1,1,91870
2025-02-16,FAMILY,남성,남성,7,7,9,394520
2025-02-16,FAMILY,남성,여성,1,1,1,50540
2025-02-16,FAMILY,여성,남성,2,2,3,119390
2025-02-16,FAMILY,여성,트레일러닝,1,1,1,109000
2025-02-16,FAMILY,하이킹,남성,1,1,1,111670
2025-02-16,FAMILY,하이킹,하이킹,1,1,1,55000
2025-02-16,GOLD,등산화,여성,1,1,1,95500
2025-02-16,GOLD,여성,여성,1,1,1,95500
2025-02-16,SILVER,남성,남성,2,2,2,418300
2025-02-16,SILVER,자켓/ 베스트,남성,1,1,1,139300
2025-02-17,FAMILY,남성,남성,3,3,3,171380
2025-02-17,FAMILY,남성,패딩/슬림다운,1,1,1,160200
2025-02-17,FAMILY,남성,등산화,1,1,1,97300
2025-02-17,FAMILY,등산화,여성,1,1,1,143390
2025-02-17,FAMILY,등산화,하이킹,1,1,1,43910
2025-02-17,FAMILY,라운드티,남성,2,2,4,29220
2025-02-17,FAMILY,맨투맨/후드티,셋업,1,1,1,52700
2025-02-17,FAMILY,액세서리,셋업,1,1,1,77000
2025-02-17,FAMILY,여성,여성,1,1,1,76300
2025-02-17,SILVER,남성,남성,1,1,1,160300
2025-02-18,FAMILY,남성,남성,3,3,3,274260
2025-02-18,FAMILY,남성,여성,1,1,1,99570
2025-02-18,FAMILY,볼캡,남성,1,1,1,146880
2025-02-18,SILVER,UNKNOWN,남성,1,1,2,49000
2025-02-18,SILVER,남성,남성,2,2,3,484250
2025-02-19,FAMILY,남성,남성,5,5,6,255300
2025-02-19,FAMILY,남성,여성,1,1,1,57680
2025-02-19,FAMILY,남성,하이킹,1,1,1,49000
2025-02-19,FAMILY,라운드티,남성,1,1,1,233100
2025-02-19,FAMILY,라운드티,하이킹,1,1,1,49000
2025-02-19,FAMILY,볼캡,남성,1,1,2,13000
2025-02-19,FAMILY,여성,여성,1,1,1,38470
2025-02-19,SILVER,남성,남성,1,1,9,975330
2025-02-19,SILVER,남성,하이킹,1,1,1,49040
2025-02-19,SILVER,셋업,하이킹,1,1,1,49040
2025-02-19,SILVER,자켓/ 베스트,남성,1,1,9,975330
2025-02-20,FAMILY,UNKNOWN,남성,1,1,1,63730
2025-02-20,FAMILY,긴바지,남성,1,1,1,80010
2025-02-20,FAMILY,남성,남성,6,6,7,601496
2025-02-20,FAMILY,남성,여성,2,2,2,291222
2025-02-20,FAMILY,남성,미드/롱다운,1,1,1,225700
2025-02-20,FAMILY,남성,하이킹,1,1,1,55000
2025-02-20,FAMILY,라운드티,여성,1,1,1,155446
2025-02-20,FAMILY,라운드티,남성,2,2,2,124626
2025-02-20,FAMILY,미드/롱다운,하이킹,1,1,1,23430
2025-02-20,FAMILY,셋업,남성,2,2,3,220880
2025-02-20,FAMILY,액세서리,남성,1,1,1,137010
2025-02-20,FAMILY,여성,여성,1,1,1,63200
2025-02-20,FAMILY,하이킹,남성,2,2,3,192700
2025-02-20,FAMILY,하이킹,하이킹,1,1,1,55000
2025-02-20,SILVER,긴바지,남성,1,1,2,282996
2025-02-20,SILVER,긴바지,액세서리,1,1,1,11000
2025-02-20,SILVER,등산화,여성,1,1,1,112200
2025-02-20,SILVER,여성,여성,2,2,2,240720
2025-02-21,FAMILY,가방,남성,1,1,2,108170
2025-02-21,FAMILY,긴바지,여성,1,1,1,36310
2025-02-21,FAMILY,긴바지,셋업,1,1,1,36250
2025-02-21,FAMILY,남성,남성,4,4,4,456376
2025-02-21,FAMILY,남성,하이킹,1,1,1,55000
2025-02-21,FAMILY,등산화,남성,1,1,1,122850
2025-02-21,FAMILY,라운드티,남성,1,1,1,47720
2025-02-21,FAMILY,맨투맨/후드티,남성,1,1,1,47720
2025-02-21,FAMILY,미드/롱다운,여성,1,1,1,283870
2025-02-21,FAMILY,볼캡,남성,1,1,1,152523
2025-02-21,FAMILY,셋업,남성,3,3,3,306996
2025-02-21,FAMILY,셋업,패딩/슬림다운,1,1,1,156430
2025-02-21,FAMILY,셋업,여성,1,1,1,36310
2025-02-21,FAMILY,셋업,셋업,1,1,1,36250
2025-02-21,FAMILY,셋업,액세서리,1,1,1,11000
2025-02-21,FAMILY,여성,남성,1,1,1,157783
2025-02-21,FAMILY,여성,여성,2,2,2,126202
2025-02-21,FAMILY,여성,하이킹,1,1,1,55000
2025-02-21,FAMILY,여성,셋업,1,1,1,36250
2025-02-21,SILVER,여성,자켓/ 베스트,1,1,1,155000
2025-02-21,SILVER,인터체인지 (3 in 1),남성,1,1,2,215700
2025-02-21,SILVER,자켓/ 베스트,남성,1,1,1,212240
2025-02-22,FAMILY,남성,남성,6,6,9,359950
2025-02-22,FAMILY,남성,여성,1,1,2,108560
2025-02-22,FAMILY,남성,가방,1,1,1,83000
2025-02-22,FAMILY,등산화,여성,1,1,1,212190
2025-02-22,FAMILY,등산화,남성,1,1,1,37790
2025-02-22,FAMILY,라운드티,남성,1,1,1,35000
2025-02-22,FAMILY,셋업,남성,1,1,1,49200
2025-02-22,FAMILY,여성,남성,2,2,4,310230
2025-02-22,FAMILY,여성,여성,1,1,1,212190
2025-02-23,FAMILY,UNKNOWN,여성,1,1,1,52740
2025-02-23,FAMILY,긴바지,남성,1,1,1,25570
2025-02-23,FAMILY,남성,남성,3,3,4,400113
2025-02-23,FAMILY,남성,패딩/슬림다운,1,1,1,167300
2025-02-23,FAMILY,남성,긴바지,1,1,1,69990
2025-02-23,FAMILY,라운드티,남성,2,2,2,102960
2025-02-23,FAMILY,라운드티,긴바지,1,1,1,69990
2025-02-23,FAMILY,반바지,남성,1,1,1,77390
2025-02-23,FAMILY,반바지,긴바지,1,1,1,69990
2025-02-23,FAMILY,여성,하이킹,1,1,1,43500
2025-02-23,FAMILY,여성,남성,1,1,1,23200
2025-02-23,FAMILY,하이킹,라운드티,1,1,1,37170
2025-02-23,SILVER,남성,미드/롱다운,1,1,1,411400
2025-02-23,SILVER,남성,남성,2,2,2,298190
2025-02-23,SILVER,미드/롱다운,미드/롱다운,1,1,1,411400
2025-02-23,SILVER,여성,패딩/슬림다운,1,1,1,156530
2025-02-24,FAMILY,가방,남성,1,1,1,169533
2025-02-24,FAMILY,긴바지,남성,1,1,1,118240
2025-02-24,FAMILY,남성,남성,6,6,7,798253
2025-02-24,FAMILY,남성,여성,1,1,1,48370
2025-02-24,FAMILY,여성,긴바지,1,1,1,111770
2025-02-24,FAMILY,여성,하이킹,1,1,1,55000
2025-02-24,FAMILY,자켓/ 베스트,남성,1,1,1,24000
2025-02-24,SILVER,남성,하이킹,1,1,2,274000
2025-02-24,SILVER,남성,UNKNOWN,1,1,1,111300
2025-02-24,SILVER,남성,남성,1,1,1,108990
2025-02-25,FAMILY,긴바지,긴바지,2,2,2,247480
2025-02-25,FAMILY,남성,남성,1,1,1,62100
2025-02-25,FAMILY,남성,라운드티,1,1,1,29520
2025-02-25,FAMILY,라운드티,남성,1,1,1,92050
2025-02-25,FAMILY,셋업,남성,1,1,1,77400
2025-02-25,FAMILY,여성,남성,3,3,3,91160
2025-02-26,FAMILY,남성,남성,6,6,10,327360
2025-02-26,FAMILY,남성,패딩/슬림다운,1,1,1,86400
2025-02-26,FAMILY,남성,여성,1,1,1,71040
2025-02-26,FAMILY,라운드티,남성,1,1,1,96430
2025-02-26,FAMILY,셋업,남성,1,1,1,7600
2025-02-26,FAMILY,여성,남성,1,1,1,189000
2025-02-26,FAMILY,여성,긴바지,1,1,1,111770
2025-02-26,FAMILY,하이킹,남성,2,2,2,200440
2025-02-26,SILVER,남성,남성,1,1,1,93750
2025-02-26,SILVER,맨투맨/후드티,남성,1,1,3,360000
2025-02-27,FAMILY,남성,남성,6,6,7,456170
2025-02-27,FAMILY,남성,패딩/슬림다운,1,1,1,98570
2025-02-27,FAMILY,남성,하이킹,1,1,1,52800
2025-02-27,FAMILY,등산화,남성,1,1,1,270850
2025-02-27,FAMILY,여성,하이킹,2,2,8,427470
2025-02-27,FAMILY,여성,여성,1,1,1,116736
2025-02-27,FAMILY,자켓/ 베스트,남성,1,1,1,108830
2025-02-27,SILVER,남성,남성,2,2,32,408300
2025-02-28,FAMILY,UNKNOWN,남성,1,1,1,117200
2025-02-28,FAMILY,가방,남성,1,1,1,41770
2025-02-28,FAMILY,긴바지,남성,1,1,1,66300
2025-02-28,FAMILY,남성,남성,2,2,2,164200
2025-02-28,FAMILY,남성,하이킹,1,1,1,44920
2025-03-01,FAMILY,남성,남성,3,3,3,219310
2025-03-01,FAMILY,남성,하이킹,1,1,1,52090
2025-03-01,FAMILY,남성,액세서리,1,1,2,17630
2025-03-01,FAMILY,여성,라운드티,1,1,2,75750
2025-03-01,FAMILY,하이킹,패딩/슬림다운,1,1,1,167300
2025-03-01,SILVER,남성,여성,1,1,4,429780
2025-03-01,SILVER,남성,남성,1,1,2,114320
2025-03-01,SILVER,남성,셋업,1,1,1,55030
2025-03-01,SILVER,남성,자켓/ 베스트,1,1,1,46520
2025-03-01,SILVER,여성,여성,1,1,4,429780
2025-03-01,SILVER,여성,남성,1,1,2,114320
2025-03-01,SILVER,여성,셋업,1,1,1,55030
2025-03-02,FAMILY,가방,여성,1,1,1,179100
2025-03-02,FAMILY,긴바지,여성,1,1,1,179100
2025-03-02,FAMILY,남성,남성,2,2,2,175730
2025-03-02,FAMILY,남성,여성,1,1,1,58500
2025-03-02,FAMILY,라운드티,여성,1,1,1,179100
2025-03-02,FAMILY,장갑,남성,1,1,1,85880
2025-03-02,SILVER,남성,남성,1,1,2,229420
2025-03-03,FAMILY,UNKNOWN,남성,1,1,1,42030
2025-03-03,FAMILY,남성,남성,4,4,8,416550
2025-03-03,FAMILY,남성,여성,1,1,1,92102
2025-03-03,SILVER,남성,남성,4,4,4,478570
2025-03-03,SILVER,라운드티,남성,1,1,1,152530
2025-03-03,SILVER,여성,남성,1,1,1,152530
2025-03-04,FAMILY,남성,남성,2,2,2,263713
2025-03-04,FAMILY,셋업,여성,1,1,1,154480
2025-03-04,FAMILY,여성,맨투맨/후드티,1,1,1,65680
2025-03-04,FAMILY,하이킹,남성,1,1,1,150070
2025-03-04,FAMILY,하이킹,하이킹,1,1,1,53000
2025-03-04,SILVER,남성,남성,1,1,1,186900
2025-03-04,SILVER,여성,남성,1,1,1,186900
2025-03-05,FAMILY,남성,남성,4,4,9,367350
2025-03-05,FAMILY,남성,등산화,1,1,1,81030
2025-03-05,FAMILY,남성,여성,2,2,2,65580
2025-03-05,FAMILY,남성,하이킹,1,1,1,49190
2025-03-05,FAMILY,남성,라운드티,1,1,1,36940
2025-03-05,FAMILY,라운드티,남성,1,1,1,100550
2025-03-05,FAMILY,라운드티,바람막이,1,1,1,100540
2025-03-05,FAMILY,라운드티,액세서리,1,1,1,10950
2025-03-05,SILVER,남성,남성,1,1,1,150570
2025-03-05,SILVER,자켓/ 베스트,남성,1,1,1,150570
2025-03-05,SILVER,자켓/베스트,남성,1,1,1,150570
2025-03-06,FAMILY,UNKNOWN,남성,1,1,1,79000
2025-03-06,FAMILY,가방,바람막이,1,1,1,88550
2025-03-06,FAMILY,남성,남성,2,2,2,103270
2025-03-06,FAMILY,남성,하이킹,1,1,1,45670
2025-03-06,FAMILY,남성,여성,1,1,1,44680
2025-03-06,FAMILY,남성,셋업,1,1,1,40820
2025-03-06,FAMILY,라운드티,여성,1,1,1,180873
2025-03-06,FAMILY,라운드티,남성,1,1,1,130503
2025-03-06,FAMILY,라운드티,바람막이,1,1,1,88550
2025-03-06,FAMILY,맨투맨/후드티,남성,1,1,1,157680
2025-03-06,FAMILY,여성,남성,1,1,1,150570
2025-03-06,FAMILY,하이킹,남성,1,1,1,23000
2025-03-06,SILVER,남성,남성,1,1,1,119000
2025-03-06,SILVER,등산화,남성,1,1,1,119000
2025-03-06,SILVER,하이킹,남성,1,1,1,119000
2025-03-07,FAMILY,남성,남성,6,6,8,485950
2025-03-07,FAMILY,남성,여성,1,1,1,60480
2025-03-07,FAMILY,남성,긴바지,1,1,1,50580
2025-03-07,FAMILY,남성,바람막이,1,1,1,50410
2025-03-07,FAMILY,여성,UNKNOWN,1,1,1,93070
2025-03-07,SILVER,남성,남성,1,1,1,232470
2025-03-08,FAMILY,남성,남성,6,6,7,525286
2025-03-08,FAMILY,남성,UNKNOWN,1,1,1,96220
2025-03-08,FAMILY,남성,여성,1,1,1,28770
2025-03-08,FAMILY,여성,여성,1,1,3,158350
2025-03-08,FAMILY,여성,남성,1,1,2,22000
2025-03-08,FAMILY,여성,액세서리,1,1,2,22000
2025-03-09,FAMILY,남성,남성,4,4,4,379513
2025-03-09,FAMILY,라운드티,액세서리,1,1,3,28880
2025-03-09,FAMILY,라운드티,남성,1,1,2,17770
2025-03-09,SILVER,여성,남성,1,1,1,104300
2025-03-10,FAMILY,UNKNOWN,남성,1,1,1,119940
2025-03-10,FAMILY,가방,남성,1,1,150,8280000
2025-03-10,FAMILY,남성,남성,8,8,157,8763970
2025-03-10,FAMILY,남성,바람막이,2,2,2,103040
2025-03-10,FAMILY,남성,방수자켓,1,1,1,63780
2025-03-10,FAMILY,자켓/ 베스트,남성,1,1,1,22920
2025-03-10,SILVER,남성,남성,1,1,1,110000
