coupon_flag,coupon_name,point_flag,promotion_flag,orders,buyers,quantity,revenue,coupon_amount,mileage_amount,promotion_amount,aov
쿠폰 사용,"202602 생일축하쿠폰1만원 / 무료배송쿠폰(등급혜택, 3만원미만 사용가능)",포인트 미사용,일반 상품,1,1,1,29200,10000,0,0,29200.0
쿠폰 사용,"무료배송쿠폰(등급혜택, 3만원미만 사용가능) / 202511 생일축하쿠폰1만원",포인트 사용,일반 상품,1,1,1,29200,10000,4000,0,29200.0
쿠폰 사용,"202512 생일축하쿠폰1만원 / 무료배송쿠폰(등급혜택, 3만원미만 사용가능)",포인트 미사용,일반 상품,1,1,1,29000,10000,0,0,29000.0
쿠폰 미사용,202601 생일축하쿠폰1만원 / 26년 신상품 20만원이상 2만원할인,포인트 미사용,일반 상품,1,1,1,29000,0,0,0,29000.0
쿠폰 미사용,첫 구매 장바구니 10% 할인 / 202602 생일축하쿠폰1만원,포인트 미사용,일반 상품,1,1,1,29000,0,0,0,29000.0
쿠폰 사용,"무료배송쿠폰(등급혜택, 3만원미만 사용가능) / 202605 생일축하쿠폰1만원",포인트 미사용,일반 상품,1,1,1,29000,10000,0,0,29000.0
쿠폰 미사용,"Winter Festival 15% (오후6시) / 신규회원 스페셜 5,000",포인트 사용,일반 상품,1,1,1,28510,0,490,0,28510.0
쿠폰 사용,Winter Festival 15% (오후6시) / 무료배송쿠폰(3만원미만 사용가능),포인트 사용,일반 상품,1,1,1,27750,5250,2000,0,27750.0
쿠폰 사용,"무료배송쿠폰(등급혜택, 3만원미만 사용가능) / 등급할인20%",포인트 사용,일반 상품,1,1,1,27600,13800,27600,0,27600.0
쿠폰 사용,무료배송쿠폰(3만원미만 사용가능) / 202605 생일축하쿠폰1만원,포인트 사용,일반 상품,1,1,1,26570,10000,22430,0,26570.0
쿠폰 사용,무료배송쿠폰(3만원미만 사용가능) / 202605 생일축하쿠폰1만원 / 첫 구매 장바구니 10% 할인,포인트 미사용,일반 상품,1,1,1,26100,12900,0,0,26100.0
쿠폰 사용,무료배송쿠폰(3만원미만 사용가능) / 202601 생일축하쿠폰1만원,포인트 사용,일반 상품,1,1,1,25420,10000,3780,0,25420.0
쿠폰 사용,"구매 감사 장바구니 10% 할인 / 무료배송쿠폰(등급혜택, 3만원미만 사용가능)",포인트 사용,일반 상품,1,1,1,24890,5530,24880,0,24890.0
쿠폰 사용,"무료배송쿠폰(등급혜택, 3만원미만 사용가능) / GNR 스페셜 20%",포인트 미사용,일반 상품,1,1,1,23200,5800,0,0,23200.0
쿠폰 사용,무료배송쿠폰(3만원미만 사용가능) / 202604 생일축하쿠폰1만원 / 첫 구매 장바구니 10% 할인,포인트 사용,일반 상품,1,1,1,23100,13900,12000,0,23100.0
쿠폰 사용,첫 구매 장바구니 10% 할인 / 202601 생일축하쿠폰1만원 / 무료배송쿠폰(3만원미만 사용가능),포인트 사용,일반 상품,1,1,1,23000,13000,4000,0,23000.0
쿠폰 미사용,202603 생일축하쿠폰1만원 / 26년 신상품 30만원이상 3만원할인 / 등급할인10%,포인트 사용,일반 상품,1,1,1,22890,0,110,0,22890.0
쿠폰 사용,첫 구매 장바구니 10% 할인 / 202512 생일축하쿠폰1만원 / 무료배송쿠폰(3만원미만 사용가능),포인트 사용,일반 상품,1,1,1,22880,13320,7000,0,22880.0
쿠폰 미사용,2026년 3월 신규회원 5000원 할인 / 첫 구매 장바구니 10% 할인,포인트 사용,일반 상품,1,1,1,22670,0,330,0,22670.0
쿠폰 사용,202511 생일축하쿠폰1만원 / 무료배송쿠폰(3만원미만 사용가능),포인트 사용,일반 상품,1,1,1,22600,10000,22600,0,22600.0
쿠폰 사용,무료배송쿠폰(3만원미만 사용가능) / F25 온라인 전용 10% 할인 / 첫 구매 장바구니 10% 할인,포인트 사용,일반 상품,1,1,1,22590,7410,9000,0,22590.0
쿠폰 사용,"무료배송쿠폰(등급혜택, 3만원미만 사용가능) / 202604 생일축하쿠폰1만원 / 구매 감사 장바구니 10% 할인",포인트 사용,일반 상품,1,1,1,22500,13900,12600,0,22500.0
쿠폰 사용,첫 구매 장바구니 10% 할인 / 무료배송쿠폰(3만원미만 사용가능) / 202604 생일축하쿠폰1만원,포인트 사용,일반 상품,1,1,1,22470,13830,12000,0,22470.0
쿠폰 사용,202601 생일축하쿠폰1만원 / 첫 구매 장바구니 10% 할인 / 무료배송쿠폰(3만원미만 사용가능),포인트 사용,일반 상품,1,1,1,22100,12900,4000,0,22100.0
쿠폰 사용,202510 생일축하쿠폰1만원,포인트 사용,일반 상품,1,1,1,22000,10000,9000,0,22000.0
쿠폰 미사용,202602 생일축하쿠폰1만원 / 26년 신상품 20만원이상 2만원할인 / 등급할인10%,포인트 사용,일반 상품,1,1,1,21450,0,1550,0,21450.0
쿠폰 사용,202604 생일축하쿠폰1만원 / 무료배송쿠폰(3만원미만 사용가능) / 첫 구매 장바구니 10% 할인,포인트 사용,일반 상품,1,1,1,20500,12500,2000,0,20500.0
쿠폰 미사용,등급할인10% / 202601 생일축하쿠폰1만원,포인트 사용,일반 상품,1,1,1,20490,0,7110,0,20490.0
쿠폰 미사용,"첫 구매 장바구니 10% 할인 / 신규회원 스페셜 5,000",포인트 미사용,일반 상품,1,1,2,18000,0,0,0,18000.0
쿠폰 사용,202601 생일축하쿠폰1만원 / 무료배송쿠폰(3만원미만 사용가능),포인트 사용,일반 상품,1,1,1,18000,10000,7000,0,18000.0
쿠폰 사용,무료배송쿠폰(3만원미만 사용가능) / 첫 구매 장바구니 10% 할인 / 202602 생일축하쿠폰1만원,포인트 사용,일반 상품,1,1,1,18000,13000,9000,0,18000.0
쿠폰 사용,"HSS 30% 할인 쿠폰 / 무료배송쿠폰(등급혜택, 3만원미만 사용가능)",포인트 사용,일반 상품,1,1,1,17300,11700,10000,0,17300.0
쿠폰 사용,무료배송쿠폰(3만원미만 사용가능) / 202602 생일축하쿠폰1만원,포인트 사용,일반 상품,1,1,1,14500,10000,14500,0,14500.0
쿠폰 미사용,25년 신상품 10만원이상 1만원할인 / 등급할인10%,포인트 미사용,일반 상품,1,1,1,14000,0,0,0,14000.0
쿠폰 사용,GNR 스페셜 20% / 무료배송쿠폰(3만원미만 사용가능),포인트 사용,일반 상품,1,1,1,12200,5800,11000,0,12200.0
쿠폰 미사용,26년 신상품 20만원이상 2만원할인 / 202601 생일축하쿠폰1만원,포인트 사용,일반 상품,1,1,1,11950,0,50,0,11950.0
쿠폰 사용,"첫 구매 장바구니 10% 할인 / 무료배송쿠폰(등급혜택, 3만원미만 사용가능)",포인트 미사용,일반 상품,1,1,1,11700,1300,0,0,11700.0
쿠폰 사용,202602 생일축하쿠폰1만원 / 무료배송쿠폰(3만원미만 사용가능),포인트 사용,일반 상품,1,1,1,10750,10000,10750,0,10750.0
쿠폰 미사용,"무료배송쿠폰(등급혜택, 3만원미만 사용가능) / 202601 생일축하쿠폰1만원",포인트 사용,일반 상품,1,1,1,8890,0,6110,0,8890.0
쿠폰 미사용,"202603 생일축하쿠폰1만원 / 무료배송쿠폰(등급혜택, 3만원미만 사용가능)",포인트 사용,일반 상품,1,1,1,8440,0,1560,0,8440.0
쿠폰 미사용,첫 구매 장바구니 10% 할인 / 2026년 2월 신규회원 5000원 할인,포인트 미사용,일반 상품,1,1,1,6000,0,0,0,6000.0
쿠폰 미사용,첫 구매 장바구니 10% 할인 / 무료배송쿠폰(3만원미만 사용가능),포인트 사용,일반 상품,1,1,1,5250,0,750,0,5250.0
쿠폰 미사용,"202601 생일축하쿠폰1만원 / 무료배송쿠폰(등급혜택, 3만원미만 사용가능)",포인트 사용,일반 상품,1,1,1,3810,0,2190,0,3810.0
