order_date,category,orders,buyers,products,quantity,revenue
2025-02-25,미드/롱다운,1,1,1,1,336870
2025-02-25,인터체인지 (3 in 1),1,1,1,1,228560
2025-02-25,셋업,1,1,2,2,205213
2025-02-25,등산화,1,1,1,1,132300
2025-02-25,라운드티,4,4,2,5,122760
2025-02-25,자켓/베스트,2,2,1,2,103760
2025-02-25,UNKNOWN,1,1,1,1,93670
2025-02-25,부츠,1,1,1,1,93330
2025-02-25,바람막이,1,1,1,1,50699
2025-02-25,액세서리,1,1,1,2,22000
2025-02-26,남성,48,48,53,62,5091056
2025-02-26,여성,9,8,8,9,945636
2025-02-26,하이킹,8,8,3,8,476150
2025-02-26,등산화,3,3,3,3,365540
2025-02-26,긴바지,1,1,1,1,111770
2025-02-26,UNKNOWN,1,1,1,1,91670
2025-02-26,패딩/슬림다운,1,1,1,1,86400
2025-02-26,라운드티,1,1,1,1,49500
2025-02-26,액세서리,1,1,1,1,8980
2025-02-27,남성,43,43,54,97,5257391
2025-02-27,여성,13,13,13,16,2000749
2025-02-27,하이킹,10,10,3,16,832520
2025-02-27,등산화,2,2,2,2,189800
2025-02-27,자켓/베스트,1,1,1,1,121680
2025-02-27,UNKNOWN,1,1,1,1,101300
2025-02-27,패딩/슬림다운,1,1,1,1,98570
2025-02-27,자켓/ 베스트,1,1,1,1,97000
2025-02-27,맨투맨/후드티,1,1,1,1,60380
2025-02-27,라운드티,1,1,1,1,33610
2025-02-28,남성,26,26,27,31,2107525
2025-02-28,여성,12,12,11,13,1144958
2025-02-28,하이킹,4,4,3,4,261720
2025-02-28,UNKNOWN,1,1,1,1,91670
2025-02-28,액세서리,2,2,2,3,26980
2025-03-01,남성,40,40,43,52,3691899
2025-03-01,여성,10,10,13,13,1629269
2025-03-01,하이킹,7,7,2,7,351030
2025-03-01,등산화,2,2,2,2,202980
2025-03-01,UNKNOWN,2,2,1,2,180340
2025-03-01,패딩/슬림다운,1,1,1,1,167300
2025-03-01,셋업,2,2,2,2,166190
2025-03-01,자켓/베스트,1,1,1,1,92880
2025-03-01,라운드티,1,1,2,2,75750
2025-03-01,자켓/ 베스트,1,1,1,1,46520
2025-03-01,액세서리,2,2,2,3,28020
2025-03-02,남성,44,44,42,50,5070426
2025-03-02,여성,13,13,12,15,2123817
2025-03-02,미드/롱다운,1,1,1,1,336873
2025-03-02,긴바지,2,2,1,2,208260
2025-03-02,바람막이,1,1,1,1,100000
2025-03-02,하이킹,2,2,1,2,91000
2025-03-02,UNKNOWN,1,1,1,1,83420
2025-03-02,자켓/ 베스트,1,1,1,1,43000
2025-03-03,남성,58,58,65,83,6213922
2025-03-03,여성,14,14,14,15,1605287
2025-03-03,미드/롱다운,1,1,1,1,327870
2025-03-03,하이킹,4,4,3,4,203070
2025-03-03,자켓/ 베스트,3,3,3,3,166610
2025-03-03,등산화,1,1,1,1,92300
2025-03-03,바람막이,1,1,1,1,92000
2025-03-03,볼캡,1,1,1,1,37550
2025-03-03,액세서리,1,1,1,1,9570
2025-03-04,남성,39,39,40,45,3729842
2025-03-04,여성,9,9,9,9,985756
2025-03-04,미드/롱다운,2,2,2,2,726350
2025-03-04,하이킹,4,4,4,4,366300
2025-03-04,인터체인지 (3 in 1),1,1,1,1,184500
2025-03-04,맨투맨/후드티,1,1,1,1,65680
2025-03-04,액세서리,1,1,1,1,11000
2025-03-05,남성,35,35,37,46,3195653
2025-03-05,여성,9,9,8,9,1135348
2025-03-05,바람막이,5,5,2,6,379140
2025-03-05,하이킹,5,5,3,5,244190
2025-03-05,패딩/슬림다운,2,2,2,2,213070
2025-03-05,셋업,2,2,2,2,197630
2025-03-05,UNKNOWN,2,2,2,2,184340
2025-03-05,자켓/베스트,1,1,1,1,109680
2025-03-05,등산화,1,1,1,1,81030
2025-03-05,라운드티,1,1,1,1,36940
2025-03-05,액세서리,3,3,2,4,36540
2025-03-05,상의,1,1,1,1,34150
2025-03-06,남성,44,44,52,62,6331133
2025-03-06,여성,13,13,12,13,1336003
2025-03-06,하이킹,7,7,4,7,357270
2025-03-06,미드/롱다운,1,1,1,1,321984
2025-03-06,바람막이,2,2,1,2,188190
2025-03-06,등산화,2,2,2,2,183400
2025-03-06,셋업,2,2,1,2,86820
2025-03-07,남성,40,40,40,48,4031517
2025-03-07,여성,9,9,9,10,1221053
2025-03-07,바람막이,5,5,2,5,324350
2025-03-07,하이킹,5,5,2,5,227280
2025-03-07,패딩/슬림다운,2,2,1,2,180290
2025-03-07,상의,2,2,1,2,112000
2025-03-07,UNKNOWN,2,2,2,2,110570
2025-03-07,등산화,1,1,1,1,96000
2025-03-07,긴바지,1,1,1,1,50580
2025-03-07,맨투맨/후드티,1,1,1,1,49500
2025-03-08,남성,40,39,42,55,4241981
2025-03-08,여성,8,8,10,11,963893
2025-03-08,하이킹,3,3,2,3,236270
2025-03-08,패딩/슬림다운,2,2,2,2,184840
2025-03-08,방수자켓,2,2,2,2,130810
2025-03-08,UNKNOWN,1,1,1,1,96220
2025-03-08,등산화,1,1,1,1,96000
2025-03-08,맨투맨/후드티,1,1,1,1,62370
2025-03-08,바람막이,1,1,1,1,56930
2025-03-08,라운드티,1,1,1,1,35960
2025-03-08,액세서리,2,2,2,3,33000
2025-03-09,남성,36,36,41,45,3951188
2025-03-09,여성,14,14,14,15,1221672
2025-03-09,바람막이,6,6,3,6,569158
2025-03-09,자켓/ 베스트,4,4,3,4,346290
2025-03-09,하이킹,4,4,4,4,245000
2025-03-09,인터체인지 (3 in 1),1,1,1,1,232470
2025-03-09,방수자켓,2,2,2,2,144800
2025-03-09,패딩/슬림다운,1,1,1,1,105780
2025-03-09,등산화,1,1,1,1,79500
2025-03-09,맨투맨/후드티,1,1,1,1,58520
2025-03-09,상의,1,1,1,1,53100
2025-03-09,긴바지,1,1,1,1,52540
2025-03-09,액세서리,3,3,3,5,49050
2025-03-09,라운드티,1,1,1,1,39190
2025-03-10,남성,36,36,38,194,11653160
2025-03-10,여성,12,11,11,12,1423260
2025-03-10,바람막이,3,3,2,3,160330
2025-03-10,긴바지,2,2,2,3,154700
2025-03-10,자켓/베스트,2,2,2,2,143910
2025-03-10,하이킹,2,2,2,2,143500
2025-03-10,폴로티/집업,1,1,1,1,92500
2025-03-10,라운드티,2,2,2,2,90800
2025-03-10,방수자켓,1,1,1,1,63780
2025-03-10,자켓/ 베스트,1,1,1,1,51740
2025-03-10,상의,1,1,1,1,44980
2025-03-11,남성,38,38,42,63,4852770
2025-03-11,여성,7,7,7,7,777150
2025-03-11,바람막이,3,3,3,5,279800
2025-03-11,긴바지,3,3,2,3,256390
2025-03-11,등산화,2,2,2,2,220470
2025-03-11,방수자켓,3,3,1,3,200600
2025-03-11,UNKNOWN,1,1,1,1,100170
2025-03-11,셋업,1,1,1,1,59500
2025-03-11,상의,1,1,1,1,54000
2025-03-11,액세서리,1,1,2,2,18000
2025-03-12,남성,33,33,35,38,3445500
2025-03-12,여성,8,8,9,9,1173850
2025-03-12,등산화,2,2,2,2,201630
2025-03-12,상의,3,3,2,3,151300
2025-03-12,하이킹,1,1,1,1,109600
2025-03-12,바람막이,2,2,2,2,104120
2025-03-12,UNKNOWN,1,1,1,1,91670
2025-03-12,셋업,1,1,2,2,89000
2025-03-12,맨투맨/후드티,1,1,1,1,60370
2025-03-12,라운드티,1,1,1,1,18470
2025-03-12,액세서리,1,1,1,1,5300
2025-03-13,남성,48,46,58,75,4946290
2025-03-13,여성,10,10,10,10,831900
2025-03-13,바람막이,7,7,3,7,437710
2025-03-13,하이킹,3,3,2,3,157000
2025-03-13,긴바지,2,2,2,2,99800
2025-03-13,UNKNOWN,1,1,1,1,93670
2025-03-13,자켓/베스트,2,2,1,2,92000
2025-03-13,셋업,2,2,2,2,89700
2025-03-13,상의,2,2,1,2,87010
2025-03-13,등산화,1,1,1,1,79070
2025-03-13,방수자켓,1,1,1,1,69300
2025-03-13,라운드티,2,2,2,2,57670
2025-03-13,액세서리,1,1,3,3,24180
2025-03-14,남성,42,40,43,47,4161110
2025-03-14,여성,6,6,7,7,814540
2025-03-14,긴바지,4,4,4,4,343000
2025-03-14,상의,5,5,2,5,272120
2025-03-14,바람막이,4,4,3,4,260270
2025-03-14,하이킹,3,3,3,3,231000
2025-03-14,셔츠,1,1,1,1,117890
2025-03-14,UNKNOWN,1,1,1,1,93670
2025-03-14,맨투맨/후드티,1,1,1,1,49500
2025-03-15,남성,43,43,42,48,3788950
2025-03-15,여성,9,9,10,10,814220
2025-03-15,하이킹,8,8,6,8,570690
2025-03-15,바람막이,8,8,2,8,500060
2025-03-15,긴바지,5,5,3,5,289950
2025-03-15,UNKNOWN,2,2,1,2,187340
2025-03-15,등산화,2,2,2,2,184800
2025-03-15,상의,3,3,2,3,153110
2025-03-15,자켓/ 베스트,1,1,1,1,53000
2025-03-15,폴로/집업티,1,1,1,1,46060
2025-03-15,액세서리,2,2,1,2,13150
2025-03-16,남성,36,36,49,53,3975900
2025-03-16,여성,8,8,8,8,814840
2025-03-16,하이킹,4,4,3,4,279720
2025-03-16,바람막이,4,4,2,4,241980
2025-03-16,패딩/슬림다운,1,1,2,2,241550
2025-03-16,UNKNOWN,2,2,2,2,197970
2025-03-16,셋업,4,4,2,4,166270
2025-03-16,방수자켓,1,1,2,2,150000
2025-03-16,긴바지,3,3,2,3,135700
2025-03-16,상의,2,2,1,2,106050
2025-03-16,폴로티/집업,1,1,1,1,92500
2025-03-16,등산화,1,1,1,1,84500
2025-03-16,라운드티,2,2,1,2,54770
2025-03-16,자켓/ 베스트,1,1,1,1,43000
2025-03-17,남성,40,40,40,49,3679170
2025-03-17,여성,12,12,11,12,1336810
2025-03-17,하이킹,5,5,4,5,305200
2025-03-17,UNKNOWN,3,3,2,3,279140
2025-03-17,등산화,1,1,1,1,136210
2025-03-17,바람막이,2,2,1,2,116950
2025-03-17,자켓/ 베스트,1,1,1,1,107000
2025-03-17,긴바지,2,2,1,2,105050
2025-03-17,폴로티/집업,1,1,1,1,54500
2025-03-17,라운드티,1,1,1,1,49500
2025-03-18,남성,33,33,36,43,2820659
2025-03-18,여성,7,7,8,8,732650
2025-03-18,바람막이,4,4,3,4,360870
2025-03-18,하이킹,3,3,2,3,187650
2025-03-18,등산화,1,1,1,1,66150
2025-03-18,상의,1,1,1,1,57240
2025-03-18,셋업,1,1,1,1,51420
2025-03-18,긴바지,1,1,1,1,47770
2025-03-19,남성,42,42,44,53,3408420
2025-03-19,바람막이,8,8,4,8,575100
2025-03-19,여성,6,6,5,6,418170
2025-03-19,긴바지,6,6,4,7,379520
2025-03-19,하이킹,6,6,4,6,332240
2025-03-19,UNKNOWN,3,3,1,3,293640
2025-03-19,트레일러닝,1,1,1,1,109000
2025-03-19,상의,1,1,1,1,59000
2025-03-19,자켓/ 베스트,1,1,1,1,46980
2025-03-20,남성,43,43,43,48,3541410
2025-03-20,여성,6,6,6,6,527950
2025-03-20,바람막이,6,6,2,6,501890
2025-03-20,하이킹,6,6,3,6,292410
2025-03-20,등산화,2,2,2,2,200060
2025-03-20,UNKNOWN,2,2,1,2,191340
2025-03-20,긴바지,3,3,3,4,190820
2025-03-20,셔츠,1,1,1,1,125100
2025-03-20,상의,2,2,1,2,111000
2025-03-20,셋업,1,1,1,1,55200
2025-03-20,라운드티,1,1,1,1,39930
2025-03-20,액세서리,1,1,1,1,4500
2025-03-21,남성,38,37,45,58,3855510
2025-03-21,여성,7,7,9,9,918650
2025-03-21,하이킹,7,7,3,7,333050
2025-03-21,상의,3,3,2,3,172720
2025-03-21,바람막이,2,2,1,2,111600
2025-03-21,UNKNOWN,1,1,1,1,90670
2025-03-21,긴바지,1,1,1,1,53000
2025-03-21,셋업,1,1,1,1,44290
2025-03-21,크로스/토트백,1,1,1,1,42310
2025-03-21,자켓/ 베스트,1,1,1,1,26500
2025-03-22,남성,24,24,29,33,2955780
2025-03-22,여성,7,7,7,7,669590
2025-03-22,바람막이,5,5,3,5,314030
2025-03-22,하이킹,4,4,3,5,236150
2025-03-22,등산화,2,2,2,2,198190
2025-03-22,방수자켓,1,1,1,1,77000
2025-03-22,셋업,1,1,1,1,37140
2025-03-22,액세서리,1,1,2,2,18000
2025-03-23,남성,42,41,47,55,4001180
2025-03-23,바람막이,9,9,5,9,531050
2025-03-23,여성,7,7,6,9,396010
2025-03-23,UNKNOWN,3,3,3,3,300640
2025-03-23,방수자켓,3,3,2,3,216340
2025-03-23,긴바지,3,3,2,3,137600
2025-03-23,폴로티/집업,1,1,1,1,92560
2025-03-23,등산화,1,1,1,1,64500
2025-03-23,셋업,1,1,1,1,59500
2025-03-23,상의,1,1,1,1,57180
2025-03-23,크로스/토트백,1,1,1,1,53100
2025-03-23,하이킹,1,1,1,1,48000
2025-03-23,반바지,1,1,1,1,39500
2025-03-23,라운드티,1,1,1,1,36410
2025-03-24,남성,47,47,48,54,3715090
2025-03-24,여성,9,8,12,12,837370
2025-03-24,바람막이,7,7,4,7,427740
2025-03-24,하이킹,5,5,3,5,232000
2025-03-24,긴바지,3,3,3,3,136390
2025-03-24,상의,2,2,1,2,110340
2025-03-24,트레일러닝,1,1,1,1,106060
2025-03-24,셋업,1,1,1,1,52580
2025-03-25,남성,43,43,57,74,4995260
2025-03-25,여성,13,13,14,24,2474220
2025-03-25,바람막이,6,6,4,6,432100
2025-03-25,하이킹,3,3,2,4,197000
2025-03-25,상의,3,3,2,3,162150
2025-03-25,맨투맨/후드티,2,2,1,2,138600
2025-03-25,등산화,1,1,1,1,137790
2025-03-25,긴바지,2,2,2,2,104240
2025-03-25,자켓/ 베스트,1,1,1,1,102000
2025-03-25,UNKNOWN,1,1,1,1,98170
2025-03-25,셋업,1,1,1,1,69500
2025-03-25,라운드티,2,2,1,2,68000
2025-03-25,크로스/토트백,1,1,1,1,20560
2025-03-26,남성,28,28,34,37,2523850
2025-03-26,여성,8,7,9,11,977730
2025-03-26,바람막이,8,8,3,8,515240
2025-03-26,셋업,4,4,5,5,347570
2025-03-26,긴바지,4,4,5,6,313000
2025-03-26,하이킹,2,2,3,3,228000
2025-03-26,UNKNOWN,2,2,1,2,206970
2025-03-26,등산화,1,1,1,1,114570
2025-03-26,상의,1,1,1,1,59000
2025-03-27,남성,30,30,37,65,2920160
2025-03-27,여성,5,5,5,5,323990
2025-03-27,긴바지,4,4,4,5,252140
2025-03-27,등산화,1,1,1,1,177820
2025-03-27,방수자켓,2,2,1,2,152070
2025-03-27,바람막이,2,2,1,2,111000
2025-03-27,셋업,2,2,2,2,107610
2025-03-27,상의,2,2,1,2,90910
2025-03-27,하이킹,1,1,1,1,77000
2025-03-27,반바지,1,1,1,1,39500
2025-03-28,남성,26,26,33,37,2881990
2025-03-28,여성,7,7,7,7,633750
2025-03-28,바람막이,5,5,3,5,377070
2025-03-28,긴바지,6,6,3,6,337490
2025-03-28,UNKNOWN,2,2,2,2,186340
2025-03-28,방수자켓,1,1,1,1,71900
2025-03-28,셋업,1,1,1,1,53000
2025-03-28,장갑,1,1,1,1,21600
2025-03-29,남성,29,29,31,34,2648480
2025-03-29,여성,8,8,7,8,644610
2025-03-29,셋업,3,3,5,5,280460
2025-03-29,바람막이,3,3,2,3,162750
2025-03-29,방수자켓,1,1,1,1,72000
2025-03-29,상의,1,1,1,1,34110
2025-03-29,장갑,1,1,1,1,12500
2025-03-30,남성,26,25,21,28,2209190
2025-03-30,여성,7,7,8,9,771920
2025-03-30,등산화,2,2,4,4,545510
2025-03-30,UNKNOWN,2,2,1,2,184340
2025-03-30,셋업,2,2,2,2,115000
2025-03-30,긴바지,2,2,1,2,95990
2025-03-30,상의,1,1,1,1,58450
2025-03-31,남성,27,27,26,32,2169760
2025-03-31,바람막이,4,4,3,4,301860
2025-03-31,UNKNOWN,3,3,1,3,287510
2025-03-31,하이킹,1,1,1,1,130000
2025-03-31,여성,2,2,2,2,88960
2025-03-31,긴바지,1,1,1,1,52190
2025-03-31,자켓/ 베스트,1,1,1,1,48530
2025-03-31,맨투맨/후드티,1,1,1,1,46880
2025-03-31,라운드티,1,1,1,1,25000
2025-04-01,남성,39,37,45,52,3716710
2025-04-01,여성,8,8,8,10,976130
2025-04-01,바람막이,5,5,2,5,399890
2025-04-01,등산화,3,3,3,3,190280
2025-04-01,방수자켓,2,2,1,2,144050
2025-04-01,긴바지,2,2,2,2,112000
2025-04-01,UNKNOWN,1,1,1,1,95670
2025-04-01,하이킹,1,1,1,1,94000
2025-04-01,상의,1,1,1,1,54000
2025-04-01,반바지,1,1,1,1,44500
2025-04-01,셋업,1,1,1,1,39810
2025-04-01,액세서리,1,1,1,2,15800
2025-04-02,남성,36,35,49,55,3760880
2025-04-02,여성,14,14,12,14,1115390
2025-04-02,하이킹,1,1,1,3,282000
2025-04-02,방수자켓,2,2,1,2,137830
2025-04-02,긴바지,1,1,1,2,122780
2025-04-02,등산화,1,1,1,1,119070
2025-04-02,바람막이,1,1,1,1,101000
2025-04-02,UNKNOWN,1,1,1,1,93670
2025-04-02,라운드티,1,1,1,1,25000
2025-04-03,남성,46,46,55,65,4325325
2025-04-03,여성,7,7,8,8,694950
2025-04-03,긴바지,6,6,4,6,348110
2025-04-03,바람막이,5,5,2,5,334120
2025-04-03,UNKNOWN,2,2,2,2,188340
2025-04-03,등산화,1,1,1,1,131470
2025-04-03,하이킹,1,1,1,1,128000
2025-04-03,셋업,2,2,1,2,111570
2025-04-03,폴로티/집업,1,1,1,1,82900
2025-04-03,라운드티,2,2,2,2,62510
2025-04-03,상의,1,1,1,1,59000
2025-04-03,맨투맨/후드티,1,1,1,1,46000
2025-04-03,액세서리,1,1,1,2,18000
2025-04-03,장갑,1,1,1,1,12500
2025-04-04,남성,42,40,49,179,9389060
2025-04-04,여성,5,5,4,5,297850
2025-04-04,바람막이,3,3,2,3,212000
2025-04-04,UNKNOWN,2,2,2,2,194470
2025-04-04,반바지,3,3,3,3,148380
2025-04-04,라운드티,3,3,4,4,136000
2025-04-04,셋업,2,2,2,2,95870
2025-04-04,긴바지,2,2,2,2,95490
2025-04-04,방수자켓,1,1,1,1,75000
2025-04-04,상의,1,1,1,1,52400
2025-04-04,장갑,1,1,1,1,25000
2025-04-05,남성,28,27,33,34,2129595
2025-04-05,긴바지,7,7,5,7,331780
2025-04-05,여성,4,4,4,4,264210
2025-04-05,자켓/ 베스트,1,1,1,1,179270
2025-04-05,셋업,3,3,3,3,173360
2025-04-05,바람막이,3,3,1,3,166840
2025-04-05,하이킹,1,1,1,1,114500
2025-04-05,UNKNOWN,1,1,1,1,95670
2025-04-05,라운드티,2,2,2,2,64390
2025-04-06,남성,38,38,43,46,2851130
2025-04-06,여성,9,9,11,11,1110470
2025-04-06,긴바지,6,6,5,6,310160
2025-04-06,UNKNOWN,3,3,3,3,298640
2025-04-06,하이킹,1,1,1,1,132500
2025-04-06,바람막이,2,2,1,2,102670
2025-04-06,등산화,1,1,1,1,81070
2025-04-06,라운드티,2,2,2,2,69950
2025-04-06,상의,1,1,1,1,53000
2025-04-06,셋업,1,1,1,1,45680
2025-04-07,남성,38,35,40,74,4596000
2025-04-07,여성,7,7,10,12,861380
2025-04-07,긴바지,6,6,4,7,350790
2025-04-07,등산화,3,3,3,3,290170
2025-04-07,바람막이,3,3,3,3,281800
2025-04-07,반바지,4,4,3,4,235890
2025-04-07,셋업,3,3,3,4,206600
2025-04-07,UNKNOWN,2,2,1,2,188790
2025-04-07,상의,3,3,2,3,167170
2025-04-07,자켓/ 베스트,1,1,1,1,135000
2025-04-07,라운드티,3,3,2,3,97010
2025-04-07,폴로티/집업,1,1,1,1,49500
2025-04-08,남성,35,35,38,41,2992035
2025-04-08,여성,7,7,9,12,845180
2025-04-08,상의,3,3,2,8,450340
2025-04-08,긴바지,5,5,4,6,320570
2025-04-08,바람막이,3,3,3,3,245390
2025-04-08,셋업,3,3,3,4,235750
2025-04-08,등산화,2,2,2,2,218470
2025-04-08,UNKNOWN,1,1,1,2,200340
2025-04-08,트레일러닝,1,1,1,1,107390
2025-04-08,라운드티,3,3,3,3,103120
2025-04-08,카고/조거,1,1,1,1,64480
2025-04-08,맨투맨/후드티,1,1,1,1,51420
2025-04-09,남성,31,31,36,45,2701820
2025-04-09,라운드티,10,10,10,13,513440
2025-04-09,여성,3,3,3,3,330555
2025-04-09,바람막이,1,1,1,1,136600
2025-04-09,상의,2,2,2,2,111740
2025-04-09,하이킹,1,1,1,1,94000
2025-04-09,등산화,1,1,1,1,94000
2025-04-09,긴바지,2,2,2,2,86700
2025-04-09,방수자켓,1,1,1,1,57000
2025-04-09,셋업,1,1,1,1,46000
2025-04-09,UNKNOWN,1,1,1,1,32360
2025-04-09,반바지,1,1,1,1,27900
2025-04-09,장갑,1,1,1,1,25000
2025-04-10,남성,41,41,44,49,3301660
2025-04-10,여성,6,6,7,7,758650
2025-04-10,셋업,3,3,5,6,437870
2025-04-10,상의,5,5,5,6,348050
2025-04-10,반바지,6,6,6,7,263000
2025-04-10,바람막이,2,2,2,2,242700
2025-04-10,등산화,2,2,2,2,215840
2025-04-10,긴바지,3,3,2,3,151480
2025-04-10,라운드티,3,3,4,4,133390
2025-04-10,트레일러닝,1,1,1,1,109000
2025-04-10,셔츠,2,2,2,2,90360
2025-04-10,UNKNOWN,1,1,1,1,86105
2025-04-10,하이킹,1,1,1,1,82000
2025-04-10,맨투맨/후드티,1,1,1,1,53000
2025-04-11,남성,37,37,40,46,3551830
2025-04-11,여성,8,8,8,9,648930
2025-04-11,라운드티,12,12,16,17,631640
2025-04-11,UNKNOWN,4,4,2,4,423450
2025-04-11,바람막이,3,3,3,3,304950
2025-04-11,반바지,5,5,4,7,195990
2025-04-11,긴바지,3,3,2,3,192850
2025-04-11,등산화,2,2,2,2,167705
2025-04-11,셋업,2,2,2,2,107170
2025-04-11,상의,2,2,1,2,91990
2025-04-11,카고/조거,1,1,1,1,58770
2025-04-12,남성,28,28,28,34,2254980
2025-04-12,바람막이,2,2,2,10,1186410
2025-04-12,등산화,3,3,3,3,417480
2025-04-12,긴바지,4,4,4,5,323650
2025-04-12,상의,6,6,2,6,323340
2025-04-12,라운드티,8,8,7,9,302110
2025-04-12,셋업,5,5,3,5,283100
2025-04-12,여성,3,3,3,3,219070
2025-04-12,반바지,3,3,5,5,160560
2025-04-12,UNKNOWN,1,1,1,1,93670
2025-04-12,하이킹,1,1,1,1,87000
2025-04-13,남성,50,50,49,64,4809980
2025-04-13,라운드티,12,12,9,13,433690
2025-04-13,바람막이,4,4,3,4,347590
2025-04-13,긴바지,4,4,4,4,283220
2025-04-13,여성,4,4,4,5,262910
2025-04-13,상의,5,5,4,5,249520
2025-04-13,UNKNOWN,3,3,3,3,232840
2025-04-13,셋업,4,4,2,4,192880
2025-04-13,자켓/ 베스트,1,1,1,1,185000
2025-04-13,반바지,5,5,3,5,156330
2025-04-13,등산화,1,1,1,1,127670
2025-04-13,맨투맨/후드티,2,2,2,2,93180
2025-04-13,셔츠,1,1,1,1,41700
2025-04-13,액세서리,2,2,1,2,14300
2025-04-14,남성,52,51,55,61,4917855
2025-04-14,라운드티,11,11,10,14,464500
2025-04-14,등산화,3,3,3,3,430045
2025-04-14,긴바지,7,7,6,7,425810
2025-04-14,여성,7,7,7,7,417590
2025-04-14,반바지,6,6,5,9,244950
2025-04-14,바람막이,1,1,1,1,92040
2025-04-14,상의,1,1,1,1,59000
2025-04-14,액세서리,1,1,2,2,16000
2025-04-15,남성,48,48,52,68,4071885
2025-04-15,바람막이,4,4,3,4,490650
2025-04-15,라운드티,12,12,12,14,453910
2025-04-15,여성,4,4,3,5,380640
2025-04-15,긴바지,5,5,4,5,268950
2025-04-15,상의,4,4,4,4,213440
2025-04-15,반바지,8,8,3,8,207400
2025-04-15,UNKNOWN,2,2,2,2,113630
2025-04-15,셋업,2,2,1,2,96200
2025-04-15,카고/조거,1,1,1,1,65000
2025-04-15,자켓/ 베스트,1,1,1,1,44000
2025-04-16,남성,38,38,38,54,3729430
2025-04-16,라운드티,13,13,10,16,554700
2025-04-16,여성,6,6,6,6,379040
2025-04-16,긴바지,4,4,3,4,280340
2025-04-16,등산화,2,2,2,2,214175
2025-04-16,반바지,7,7,3,8,210760
2025-04-16,바람막이,2,2,2,2,179830
2025-04-16,스니커즈,2,2,1,2,129440
2025-04-16,하이킹,1,1,1,1,94000
2025-04-16,상의,2,2,2,2,91000
2025-04-16,UNKNOWN,2,2,2,2,63420
2025-04-16,셋업,1,1,1,1,47120
2025-04-16,액세서리,1,1,1,1,7280
2025-04-17,남성,37,37,35,43,2561910
2025-04-17,여성,8,8,8,8,483850
2025-04-17,라운드티,10,10,7,13,391030
2025-04-17,긴바지,6,6,6,6,369800
2025-04-17,반바지,6,6,5,8,255380
2025-04-17,바람막이,3,3,2,3,229850
2025-04-17,하이킹,2,2,2,2,217000
2025-04-17,상의,3,3,3,3,129510
2025-04-17,등산화,1,1,1,1,94500
2025-04-17,가방,1,1,1,1,78000
2025-04-17,카고/조거,1,1,1,1,55000
2025-04-17,자켓/ 베스트,1,1,1,1,53000
2025-04-17,셋업,1,1,1,1,49840
2025-04-17,UNKNOWN,1,1,1,1,28560
2025-04-18,남성,49,49,50,70,4034890
2025-04-18,여성,12,12,12,17,1079810
2025-04-18,라운드티,16,16,11,27,903760
2025-04-18,UNKNOWN,7,7,3,7,452900
2025-04-18,반바지,12,12,6,15,417720
2025-04-18,긴바지,6,6,4,6,324330
2025-04-18,상의,4,4,4,5,238710
2025-04-18,트레일러닝,2,2,1,2,202000
2025-04-18,자켓/ 베스트,1,1,1,1,197000
2025-04-18,바람막이,2,2,2,2,182680
2025-04-18,등산화,2,2,2,2,156500
2025-04-18,셋업,1,1,2,2,106000
2025-04-18,스니커즈,1,1,1,1,69000
2025-04-19,남성,23,22,27,29,1866150
2025-04-19,라운드티,9,9,13,18,614680
2025-04-19,반바지,8,8,5,11,329680
2025-04-19,자켓/ 베스트,2,2,2,2,235540
2025-04-19,여성,4,4,4,4,230680
2025-04-19,등산화,2,2,2,2,225470
2025-04-19,긴바지,4,4,3,4,199000
2025-04-19,하이킹,1,1,1,1,137000
2025-04-19,셋업,1,1,1,1,82170
2025-04-19,UNKNOWN,2,2,1,2,80140
2025-04-19,가방,1,1,1,1,78000
2025-04-19,바람막이,1,1,1,1,64500
2025-04-19,상의,1,1,1,1,58410
2025-04-19,카고/조거,1,1,1,1,49000
2025-04-19,맨투맨/후드티,1,1,1,1,46710
2025-04-19,폴로티/집업,1,1,1,1,44860
2025-04-19,액세서리,2,2,2,3,26880
2025-04-20,남성,27,27,30,36,1968890
2025-04-20,라운드티,19,19,14,26,821660
2025-04-20,반바지,15,15,6,18,549740
2025-04-20,긴바지,5,5,5,6,331370
2025-04-20,UNKNOWN,4,4,4,4,315010
2025-04-20,바람막이,2,2,3,3,211560
2025-04-20,셋업,3,3,2,3,173380
2025-04-20,등산화,1,1,1,1,133470
2025-04-20,스니커즈,2,2,2,2,111000
2025-04-20,상의,2,2,2,2,104000
2025-04-20,여성,3,3,3,3,84000
2025-04-20,가방,1,1,1,1,72250
2025-04-20,맨투맨/후드티,1,1,1,1,46850
2025-04-20,폴로/집업티,1,1,1,1,41000
2025-04-20,셔츠,1,1,1,1,40370
2025-04-20,액세서리,1,1,1,1,7820
2025-04-21,남성,45,44,66,82,5546160
2025-04-21,긴바지,13,13,7,13,796780
2025-04-21,여성,4,4,4,4,435100
2025-04-21,라운드티,11,11,10,13,425020
2025-04-21,바람막이,3,3,3,3,369700
2025-04-21,반바지,9,9,7,12,341220
2025-04-21,UNKNOWN,4,4,3,4,256480
2025-04-21,상의,5,5,4,5,234540
2025-04-21,등산화,2,2,2,2,180500
2025-04-21,자켓/ 베스트,1,1,1,1,173400
2025-04-21,하이킹,1,1,1,1,130000
2025-04-21,트레일러닝,1,1,1,1,105860
