order_date,member_grade_label,category,repeat_orders,repeat_buyers,quantity,revenue,repeat_rate
2025-11-09,GOLD,남성,1,1,1,150000,1.0
2025-11-09,SILVER,남성,3,3,7,237050,1.0
2025-11-09,SILVER,여성,1,1,1,127180,1.0
2025-11-09,SILVER,셋업,1,1,1,68870,1.0
2025-11-10,FAMILY,남성,23,22,26,2245370,0.9565217391304348
2025-11-10,FAMILY,여성,11,10,13,1391800,0.9090909090909091
2025-11-10,FAMILY,볼캡,2,2,2,77360,1.0
2025-11-10,FAMILY,라운드티,1,1,1,21000,1.0
2025-11-10,SILVER,남성,5,5,5,779290,1.0
2025-11-10,SILVER,장갑,2,2,2,108920,1.0
2025-11-10,SILVER,여성,1,1,1,64500,1.0
2025-11-11,FAMILY,남성,23,22,34,2076950,0.9565217391304348
2025-11-11,FAMILY,여성,2,2,3,353500,1.0
2025-11-11,FAMILY,부츠,1,1,1,137830,1.0
2025-11-11,FAMILY,셋업,1,1,1,109320,1.0
2025-11-11,FAMILY,긴바지,1,1,1,97130,1.0
2025-11-11,FAMILY,라운드티,1,1,1,20570,1.0
2025-11-11,GOLD,남성,1,1,15,1492500,1.0
2025-11-11,SILVER,남성,8,8,10,1576520,1.0
2025-11-11,SILVER,등산화,1,1,1,132300,1.0
2025-11-11,SILVER,여성,1,1,1,24500,1.0
2025-11-11,SILVER,장갑,1,1,1,18000,1.0
2025-11-11,TITANIUM,남성,1,1,2,79000,1.0
2025-11-12,FAMILY,남성,22,21,36,1851490,0.9545454545454546
2025-11-12,FAMILY,여성,5,5,11,432240,1.0
2025-11-12,FAMILY,맨투맨/후드티,3,3,3,125730,1.0
2025-11-12,FAMILY,자켓/베스트,1,1,1,60350,1.0
2025-11-12,FAMILY,라운드티,1,1,1,35000,1.0
2025-11-12,FAMILY,볼캡,1,1,1,24310,1.0
2025-11-12,GOLD,남성,2,1,2,214000,0.5
2025-11-12,GOLD,여성,1,1,1,74500,1.0
2025-11-12,SILVER,여성,3,3,4,540740,1.0
2025-11-12,SILVER,남성,4,4,6,397200,1.0
2025-11-12,SILVER,셋업,1,1,1,81560,1.0
2025-11-12,TITANIUM,남성,1,1,20,319480,1.0
2025-11-13,FAMILY,남성,13,13,16,1117230,1.0
2025-11-13,FAMILY,여성,2,2,2,112210,1.0
2025-11-13,FAMILY,셋업,1,1,1,77820,1.0
2025-11-13,SILVER,남성,5,5,8,1266530,1.0
2025-11-13,SILVER,여성,2,2,2,162310,1.0
2025-11-13,SILVER,맨투맨/후드티,2,2,2,112880,1.0
2025-11-14,FAMILY,남성,21,20,30,1844790,0.9523809523809523
2025-11-14,FAMILY,여성,2,2,2,54400,1.0
2025-11-14,GOLD,남성,1,1,1,224140,1.0
2025-11-14,SILVER,남성,5,4,8,886360,0.8
2025-11-14,SILVER,여성,2,2,2,645380,1.0
2025-11-14,SILVER,자켓/베스트,1,1,1,68090,1.0
2025-11-14,TITANIUM,남성,1,1,1,39500,1.0
2025-11-15,FAMILY,남성,15,15,16,1062160,1.0
2025-11-15,FAMILY,여성,1,1,1,198020,1.0
2025-11-15,FAMILY,맨투맨/후드티,1,1,1,44000,1.0
2025-11-15,FAMILY,라운드티,1,1,1,17500,1.0
2025-11-15,SILVER,남성,5,5,7,659810,1.0
2025-11-15,SILVER,미드/롱다운,1,1,1,284030,1.0
2025-11-15,SILVER,셋업,1,1,1,109610,1.0
2025-11-15,SILVER,등산화,1,1,1,97970,1.0
2025-11-15,TITANIUM,남성,2,2,8,1515400,1.0
2025-11-15,TITANIUM,여성,1,1,1,129500,1.0
2025-11-16,FAMILY,남성,19,18,25,1947880,0.9473684210526315
2025-11-16,FAMILY,셋업,2,2,3,288590,1.0
2025-11-16,FAMILY,여성,2,2,2,196640,1.0
2025-11-16,FAMILY,맨투맨/후드티,1,1,1,44120,1.0
2025-11-16,GOLD,남성,1,1,3,339640,1.0
2025-11-16,SILVER,여성,2,2,2,411470,1.0
2025-11-16,SILVER,남성,2,2,2,138850,1.0
2025-11-16,SILVER,셋업,1,1,1,86800,1.0
2025-11-16,TITANIUM,남성,1,1,8,1317230,1.0
2025-11-16,TITANIUM,셋업,1,1,1,85330,1.0
2025-11-17,FAMILY,남성,16,16,21,1318600,1.0
2025-11-17,FAMILY,여성,4,4,4,343550,1.0
2025-11-17,FAMILY,셋업,1,1,1,103000,1.0
2025-11-17,FAMILY,등산화,1,1,1,74500,1.0
2025-11-17,FAMILY,자켓/베스트,1,1,1,66150,1.0
2025-11-17,FAMILY,맨투맨/후드티,1,1,1,59000,1.0
2025-11-17,FAMILY,볼캡,1,1,1,45000,1.0
2025-11-17,SILVER,남성,5,5,9,898180,1.0
2025-11-17,SILVER,여성,1,1,1,589000,1.0
2025-11-17,TITANIUM,여성,1,1,3,733510,1.0
2025-11-17,TITANIUM,셋업,1,1,2,199480,1.0
2025-11-17,TITANIUM,긴바지,1,1,1,105660,1.0
2025-11-17,TITANIUM,남성,1,1,3,90170,1.0
2025-11-18,FAMILY,남성,27,26,32,3057020,0.9629629629629629
2025-11-18,FAMILY,여성,7,7,7,768680,1.0
2025-11-18,FAMILY,맨투맨/후드티,1,1,1,47000,1.0
2025-11-18,FAMILY,버킷/부니,1,1,1,35990,1.0
2025-11-18,FAMILY,크로스/토트백,1,1,1,25000,1.0
2025-11-18,GOLD,남성,2,2,2,205200,1.0
2025-11-18,SILVER,남성,3,3,4,518400,1.0
2025-11-18,SILVER,여성,1,1,1,189500,1.0
2025-11-18,SILVER,맨투맨/후드티,1,1,1,59000,1.0
2025-11-18,SILVER,라운드티,1,1,1,19750,1.0
2025-11-19,FAMILY,남성,26,24,37,2730340,0.9230769230769231
2025-11-19,FAMILY,여성,3,3,4,402910,1.0
2025-11-19,FAMILY,셋업,2,2,2,174210,1.0
2025-11-19,FAMILY,등산화,1,1,1,93940,1.0
2025-11-19,FAMILY,긴바지,1,1,1,89120,1.0
2025-11-19,GOLD,남성,1,1,2,307500,1.0
2025-11-19,SILVER,남성,10,10,16,1029710,1.0
2025-11-19,SILVER,여성,1,1,1,287940,1.0
2025-11-19,TITANIUM,남성,1,1,2,264000,1.0
2025-11-20,FAMILY,남성,11,11,12,1029730,1.0
2025-11-20,FAMILY,여성,3,3,3,143720,1.0
2025-11-20,GOLD,남성,2,2,2,369500,1.0
2025-11-20,SILVER,남성,5,5,9,1078780,1.0
2025-11-20,SILVER,여성,2,2,2,723140,1.0
2025-11-20,SILVER,맨투맨/후드티,1,1,1,53950,1.0
2025-11-21,FAMILY,남성,47,47,63,4996870,1.0
2025-11-21,FAMILY,여성,7,7,8,855660,1.0
2025-11-21,FAMILY,맨투맨/후드티,16,16,16,674300,1.0
2025-11-21,FAMILY,등산화,1,1,1,109500,1.0
2025-11-21,FAMILY,셋업,1,1,1,84500,1.0
2025-11-21,FAMILY,패딩/슬림다운,1,1,1,75720,1.0
2025-11-21,FAMILY,UNKNOWN,1,1,2,15000,1.0
2025-11-21,GOLD,남성,2,2,4,182660,1.0
2025-11-21,SILVER,남성,18,18,28,2836685,1.0
2025-11-21,SILVER,여성,3,3,3,618940,1.0
2025-11-21,SILVER,맨투맨/후드티,7,7,8,331570,1.0
2025-11-21,SILVER,장갑,2,2,2,86540,1.0
2025-11-21,SILVER,셋업,1,1,1,72970,1.0
2025-11-22,FAMILY,남성,31,30,42,3102240,0.967741935483871
2025-11-22,FAMILY,여성,7,6,7,581840,0.8571428571428571
2025-11-22,FAMILY,셋업,4,4,5,348710,1.0
2025-11-22,FAMILY,맨투맨/후드티,1,1,1,53540,1.0
2025-11-22,FAMILY,라운드티,1,1,1,25000,1.0
2025-11-22,GOLD,남성,2,2,6,639240,1.0
2025-11-22,SILVER,남성,12,12,16,1669810,1.0
2025-11-22,SILVER,여성,1,1,1,209030,1.0
2025-11-22,TITANIUM,남성,1,1,1,93020,1.0
2025-11-23,FAMILY,남성,53,52,68,3911890,0.9811320754716981
2025-11-23,FAMILY,여성,7,7,7,769510,1.0
2025-11-23,FAMILY,맨투맨/후드티,2,2,2,105750,1.0
2025-11-23,FAMILY,셋업,3,3,3,92860,1.0
2025-11-23,FAMILY,패딩/슬림다운,1,1,1,86780,1.0
2025-11-23,FAMILY,자켓/베스트,1,1,1,68610,1.0
2025-11-23,FAMILY,상의,1,1,1,48880,1.0
2025-11-23,FAMILY,긴바지,1,1,1,41170,1.0
2025-11-23,FAMILY,크로스/토트백,2,2,2,40690,1.0
2025-11-23,FAMILY,볼캡,1,1,1,35000,1.0
2025-11-23,FAMILY,라운드티,1,1,1,27560,1.0
2025-11-23,FAMILY,버킷/부니,1,1,1,19900,1.0
2025-11-23,GOLD,남성,3,3,4,737860,1.0
2025-11-23,SILVER,남성,15,14,21,1694740,0.9333333333333333
2025-11-23,SILVER,자켓/베스트,3,3,4,285450,1.0
2025-11-23,SILVER,여성,2,2,2,150690,1.0
2025-11-23,TITANIUM,남성,1,1,4,444000,1.0
2025-11-23,TITANIUM,자켓/베스트,1,1,1,72000,1.0
2025-11-24,FAMILY,남성,27,27,35,2424160,1.0
2025-11-24,FAMILY,여성,6,6,7,525620,1.0
2025-11-24,FAMILY,긴바지,8,8,8,208470,1.0
2025-11-24,FAMILY,셋업,3,3,3,118400,1.0
2025-11-24,FAMILY,자켓/베스트,1,1,1,87380,1.0
2025-11-24,GOLD,남성,3,3,6,469750,1.0
2025-11-24,GOLD,맨투맨/후드티,1,1,1,48350,1.0
2025-11-24,GOLD,셋업,1,1,1,39250,1.0
2025-11-24,GOLD,긴바지,1,1,1,33500,1.0
2025-11-24,SILVER,남성,9,9,11,1150225,1.0
2025-11-24,SILVER,여성,2,2,2,425290,1.0
2025-11-24,SILVER,긴바지,2,2,2,60500,1.0
2025-11-24,TITANIUM,남성,1,1,1,104200,1.0
2025-11-25,FAMILY,남성,41,41,51,2607890,1.0
2025-11-25,FAMILY,여성,6,6,6,288970,1.0
2025-11-25,FAMILY,셋업,7,7,7,276840,1.0
2025-11-25,FAMILY,자켓/베스트,2,2,2,100540,1.0
2025-11-25,FAMILY,바람막이,1,1,1,90300,1.0
2025-11-25,FAMILY,긴바지,2,2,2,85790,1.0
2025-11-25,FAMILY,맨투맨/후드티,1,1,1,47050,1.0
2025-11-25,FAMILY,장갑,1,1,1,17660,1.0
2025-11-25,GOLD,여성,1,1,1,339000,1.0
2025-11-25,GOLD,남성,1,1,2,280200,1.0
2025-11-25,SILVER,남성,11,11,16,2398790,1.0
2025-11-25,SILVER,여성,2,2,2,408480,1.0
2025-11-25,SILVER,셋업,1,1,3,235940,1.0
2025-11-25,SILVER,등산화,1,1,1,116230,1.0
2025-11-25,SILVER,자켓/베스트,1,1,1,74760,1.0
2025-11-25,SILVER,라운드티,1,1,1,36170,1.0
2025-11-25,TITANIUM,남성,6,2,20,2776770,0.3333333333333333
2025-11-25,TITANIUM,여성,2,2,2,334850,1.0
2025-11-26,FAMILY,남성,29,28,34,3128340,0.9655172413793104
2025-11-26,FAMILY,여성,8,8,11,1531885,1.0
2025-11-26,FAMILY,셋업,5,5,5,281060,1.0
2025-11-26,FAMILY,등산화,2,2,2,195350,1.0
2025-11-26,FAMILY,맨투맨/후드티,2,2,2,108870,1.0
2025-11-26,FAMILY,긴바지,2,2,2,74750,1.0
2025-11-26,FAMILY,자켓/ 베스트,1,1,1,48180,1.0
2025-11-26,FAMILY,장갑,1,1,1,28340,1.0
2025-11-26,GOLD,남성,2,2,3,189390,1.0
2025-11-26,SILVER,남성,10,9,15,1665645,0.9
2025-11-26,SILVER,여성,2,2,2,148560,1.0
2025-11-26,TITANIUM,남성,3,2,4,510000,0.6666666666666666
2025-11-26,TITANIUM,셋업,1,1,1,20500,1.0
2025-11-27,FAMILY,남성,42,41,53,3380975,0.9761904761904762
2025-11-27,FAMILY,여성,14,14,15,1830550,1.0
2025-11-27,FAMILY,상의,6,6,6,272930,1.0
2025-11-27,FAMILY,맨투맨/후드티,3,3,3,166310,1.0
2025-11-27,FAMILY,자켓/ 베스트,1,1,1,79750,1.0
2025-11-27,FAMILY,긴바지,1,1,2,70980,1.0
2025-11-27,FAMILY,라운드티,2,2,2,65050,1.0
2025-11-27,FAMILY,볼캡,3,3,3,44240,1.0
2025-11-27,FAMILY,장갑,1,1,1,29000,1.0
2025-11-27,GOLD,남성,4,4,30,2215210,1.0
2025-11-27,GOLD,여성,2,2,3,168850,1.0
2025-11-27,SILVER,남성,12,12,18,2037290,1.0
2025-11-27,SILVER,여성,3,3,5,445810,1.0
2025-11-27,SILVER,다운/ 패딩,1,1,1,159900,1.0
2025-11-27,SILVER,상의,2,2,3,147000,1.0
2025-11-27,SILVER,등산화,1,1,1,127200,1.0
2025-11-27,SILVER,셋업,1,1,1,109620,1.0
2025-11-27,SILVER,긴바지,1,1,1,103100,1.0
2025-11-27,TITANIUM,남성,1,1,2,302400,1.0
2025-11-27,TITANIUM,상의,1,1,2,91840,1.0
2025-11-27,TITANIUM,라운드티,1,1,1,32800,1.0
2025-11-28,FAMILY,남성,25,25,64,6251460,1.0
2025-11-28,FAMILY,셋업,1,1,8,1203840,1.0
2025-11-28,FAMILY,여성,6,6,7,772240,1.0
2025-11-28,FAMILY,자켓/베스트,2,2,2,221950,1.0
2025-11-28,FAMILY,긴바지,4,4,4,216700,1.0
2025-11-28,FAMILY,볼캡,3,3,3,81090,1.0
2025-11-28,FAMILY,장갑,1,1,1,24550,1.0
2025-11-28,GOLD,남성,1,1,2,70210,1.0
2025-11-28,SILVER,남성,13,13,18,2069080,1.0
2025-11-28,SILVER,여성,3,3,4,416790,1.0
2025-11-28,SILVER,셋업,1,1,1,113000,1.0
2025-11-28,SILVER,긴바지,2,2,2,84700,1.0
2025-11-28,SILVER,라운드티,1,1,1,69200,1.0
2025-11-28,TITANIUM,남성,2,2,5,327540,1.0
2025-11-28,TITANIUM,여성,1,1,2,79000,1.0
2025-11-29,FAMILY,남성,29,27,35,2779730,0.9310344827586207
2025-11-29,FAMILY,여성,3,3,3,393520,1.0
2025-11-29,FAMILY,긴바지,2,2,2,149330,1.0
2025-11-29,FAMILY,자켓/베스트,1,1,1,113900,1.0
2025-11-29,FAMILY,자켓/ 베스트,1,1,1,80000,1.0
2025-11-29,FAMILY,상의,1,1,1,63520,1.0
2025-11-29,FAMILY,셋업,1,1,1,41000,1.0
2025-11-29,FAMILY,볼캡,1,1,1,35000,1.0
2025-11-29,GOLD,남성,2,2,3,219200,1.0
2025-11-29,GOLD,셋업,1,1,1,31000,1.0
2025-11-29,SILVER,남성,9,9,12,1636840,1.0
2025-11-29,SILVER,여성,1,1,1,171730,1.0
2025-11-29,SILVER,셋업,1,1,1,121180,1.0
2025-11-29,SILVER,긴바지,1,1,1,47000,1.0
2025-11-29,TITANIUM,남성,1,1,32,374540,1.0
2025-11-30,FAMILY,남성,82,81,117,5956090,0.9878048780487805
2025-11-30,FAMILY,다운/ 패딩,13,13,13,1543190,1.0
2025-11-30,FAMILY,여성,10,10,11,868520,1.0
2025-11-30,FAMILY,자켓/ 베스트,7,7,7,308870,1.0
2025-11-30,FAMILY,부츠,1,1,1,140720,1.0
2025-11-30,FAMILY,셋업,3,3,3,131040,1.0
2025-11-30,FAMILY,등산화,1,1,1,127200,1.0
2025-11-30,FAMILY,맨투맨/후드티,2,2,2,114910,1.0
2025-11-30,FAMILY,긴바지,3,3,3,113840,1.0
2025-11-30,FAMILY,라운드티,4,4,4,93170,1.0
2025-11-30,FAMILY,패딩/슬림다운,1,1,1,84340,1.0
2025-11-30,FAMILY,상의,1,1,1,60950,1.0
2025-11-30,FAMILY,볼캡,1,1,1,21850,1.0
2025-11-30,FAMILY,UNKNOWN,1,1,1,7500,1.0
2025-11-30,GOLD,남성,4,3,6,990640,0.75
2025-11-30,GOLD,여성,1,1,1,125300,1.0
2025-11-30,SILVER,남성,19,19,26,2763315,1.0
2025-11-30,SILVER,다운/ 패딩,10,10,10,1151800,1.0
2025-11-30,SILVER,여성,1,1,1,204660,1.0
2025-11-30,SILVER,부츠,1,1,1,129730,1.0
2025-11-30,SILVER,상의,1,1,1,50490,1.0
2025-11-30,SILVER,셋업,1,1,1,41000,1.0
2025-12-01,FAMILY,여성,7,7,7,1085030,1.0
2025-12-01,FAMILY,남성,17,17,17,1080960,1.0
2025-12-01,FAMILY,셋업,4,4,4,244980,1.0
2025-12-01,FAMILY,자켓/ 베스트,1,1,1,40000,1.0
2025-12-01,FAMILY,긴바지,1,1,1,38190,1.0
2025-12-01,FAMILY,장갑,1,1,1,21500,1.0
2025-12-01,GOLD,남성,1,1,1,40000,1.0
2025-12-01,GOLD,셋업,1,1,1,34080,1.0
2025-12-01,SILVER,남성,7,7,13,996590,1.0
2025-12-01,SILVER,여성,1,1,1,311100,1.0
2025-12-01,SILVER,자켓/ 베스트,1,1,1,107000,1.0
2025-12-01,SILVER,패딩/슬림다운,1,1,1,89000,1.0
2025-12-02,FAMILY,남성,19,18,24,1960570,0.9473684210526315
2025-12-02,FAMILY,미드/롱다운,1,1,1,287000,1.0
2025-12-02,FAMILY,여성,2,2,4,229000,1.0
2025-12-02,FAMILY,다운/ 패딩,1,1,1,159800,1.0
2025-12-02,FAMILY,상의,1,1,1,65000,1.0
2025-12-02,SILVER,남성,4,4,5,1198990,1.0
2025-12-02,TITANIUM,남성,1,1,25,751750,1.0
2025-12-02,TITANIUM,여성,2,2,4,119750,1.0
2025-12-03,FAMILY,남성,31,31,50,2877710,1.0
2025-12-03,FAMILY,여성,7,7,8,635260,1.0
2025-12-03,FAMILY,다운/ 패딩,1,1,1,159800,1.0
2025-12-03,FAMILY,바람막이,1,1,1,154800,1.0
2025-12-03,FAMILY,셋업,1,1,1,89000,1.0
2025-12-03,FAMILY,라운드티,1,1,1,59300,1.0
2025-12-03,FAMILY,맨투맨/후드티,1,1,1,58460,1.0
2025-12-03,FAMILY,장갑,1,1,1,28980,1.0
2025-12-03,FAMILY,긴바지,1,1,1,28420,1.0
2025-12-03,FAMILY,자켓/ 베스트,1,1,1,27540,1.0
2025-12-03,GOLD,남성,4,4,9,935070,1.0
2025-12-03,GOLD,부츠,1,1,1,74500,1.0
2025-12-03,GOLD,라운드티,1,1,1,29500,1.0
2025-12-03,SILVER,남성,4,4,10,497470,1.0
2025-12-03,SILVER,여성,2,2,3,387730,1.0
2025-12-03,SILVER,셋업,1,1,1,41000,1.0
2025-12-03,SILVER,크로스/토트백,1,1,1,35000,1.0
2025-12-03,TITANIUM,남성,1,1,2,468000,1.0
2025-12-04,FAMILY,남성,44,43,100,13556250,0.9772727272727273
2025-12-04,FAMILY,여성,6,6,26,5046250,1.0
2025-12-04,FAMILY,셋업,1,1,1,148610,1.0
2025-12-04,FAMILY,등산화,1,1,1,84920,1.0
2025-12-04,FAMILY,볼캡,2,2,2,84550,1.0
2025-12-04,FAMILY,상의,1,1,1,59500,1.0
2025-12-04,FAMILY,맨투맨/후드티,1,1,1,54000,1.0
2025-12-04,FAMILY,자켓/ 베스트,1,1,1,48320,1.0
2025-12-04,FAMILY,긴바지,1,1,1,44800,1.0
2025-12-04,GOLD,남성,3,3,5,284740,1.0
2025-12-04,SILVER,남성,18,18,28,3048070,1.0
2025-12-04,SILVER,여성,3,3,4,699220,1.0
2025-12-04,SILVER,셋업,1,1,2,176980,1.0
2025-12-04,SILVER,볼캡,1,1,2,89600,1.0
2025-12-05,FAMILY,남성,40,40,56,4168140,1.0
2025-12-05,FAMILY,여성,2,2,2,232090,1.0
2025-12-05,FAMILY,부츠,1,1,1,147340,1.0
2025-12-05,FAMILY,장갑,1,1,1,56090,1.0
2025-12-05,FAMILY,자켓/ 베스트,1,1,1,39630,1.0
2025-12-05,FAMILY,긴바지,1,1,1,37000,1.0
2025-12-05,FAMILY,볼캡,1,1,1,36030,1.0
2025-12-05,GOLD,남성,3,3,4,137750,1.0
2025-12-05,SILVER,남성,10,8,18,1389170,0.8
2025-12-05,SILVER,볼캡,2,2,2,81000,1.0
2025-12-05,SILVER,여성,1,1,1,46600,1.0
2025-12-05,TITANIUM,남성,1,1,3,167000,1.0
2025-12-05,TITANIUM,등산화,1,1,1,148840,1.0
2025-12-06,FAMILY,남성,23,22,27,1794370,0.9565217391304348
2025-12-06,FAMILY,여성,3,3,3,338360,1.0
2025-12-06,FAMILY,다운/ 패딩,1,1,1,159080,1.0
2025-12-06,FAMILY,등산화,1,1,1,132300,1.0
2025-12-06,FAMILY,셋업,1,1,1,27940,1.0
2025-12-06,FAMILY,장갑,1,1,1,23820,1.0
2025-12-06,GOLD,남성,3,3,6,400370,1.0
2025-12-06,GOLD,부츠,1,1,1,123110,1.0
2025-12-06,GOLD,여성,1,1,1,92580,1.0
2025-12-06,GOLD,긴바지,1,1,1,34990,1.0
2025-12-06,SILVER,남성,2,2,2,683150,1.0
2025-12-06,TITANIUM,남성,2,2,3,266570,1.0
2025-12-06,TITANIUM,셋업,1,1,1,116080,1.0
2025-12-07,FAMILY,남성,21,20,31,2341980,0.9523809523809523
2025-12-07,FAMILY,여성,7,6,9,760680,0.8571428571428571
2025-12-07,FAMILY,장갑,3,3,3,101020,1.0
2025-12-07,FAMILY,패딩/슬림다운,1,1,1,89000,1.0
2025-12-07,FAMILY,상의,1,1,1,58440,1.0
2025-12-07,GOLD,남성,2,2,2,257700,1.0
2025-12-07,GOLD,부츠,1,1,1,74500,1.0
2025-12-07,SILVER,남성,8,8,11,2129000,1.0
2025-12-07,SILVER,셋업,1,1,1,155700,1.0
2025-12-07,SILVER,여성,2,2,2,145620,1.0
2025-12-07,SILVER,맨투맨/후드티,1,1,1,34790,1.0
2025-12-08,FAMILY,남성,28,28,41,2398290,1.0
2025-12-08,FAMILY,여성,4,4,4,324580,1.0
2025-12-08,FAMILY,패딩/슬림다운,1,1,1,66000,1.0
2025-12-08,SILVER,남성,5,5,9,1290830,1.0
2025-12-08,SILVER,등산화,1,1,1,87300,1.0
2025-12-09,FAMILY,남성,30,30,41,2615390,1.0
2025-12-09,FAMILY,여성,4,4,6,839300,1.0
2025-12-09,FAMILY,부츠,1,1,1,148500,1.0
2025-12-09,FAMILY,셋업,1,1,1,126260,1.0
2025-12-09,FAMILY,등산화,1,1,1,99500,1.0
2025-12-09,FAMILY,패딩/슬림다운,1,1,1,87550,1.0
2025-12-09,SILVER,남성,3,3,3,102510,1.0
2025-12-09,TITANIUM,남성,2,2,7,785660,1.0
2025-12-09,TITANIUM,셋업,1,1,1,83510,1.0
2025-12-09,TITANIUM,라운드티,1,1,1,32850,1.0
2025-12-10,FAMILY,남성,17,17,24,1685750,1.0
2025-12-10,FAMILY,여성,1,1,2,264000,1.0
2025-12-10,FAMILY,긴바지,1,1,1,45880,1.0
2025-12-10,FAMILY,장갑,1,1,1,23270,1.0
2025-12-10,GOLD,셋업,1,1,2,270400,1.0
2025-12-10,GOLD,남성,2,2,2,222600,1.0
2025-12-10,SILVER,남성,3,3,10,390690,1.0
2025-12-10,SILVER,여성,2,2,2,238500,1.0
2025-12-10,SILVER,긴바지,1,1,1,45610,1.0
2025-12-10,SILVER,라운드티,1,1,1,35000,1.0
2025-12-11,FAMILY,남성,16,16,19,1299060,1.0
2025-12-11,FAMILY,여성,5,5,5,275540,1.0
2025-12-11,FAMILY,다운/ 패딩,1,1,1,156410,1.0
2025-12-11,FAMILY,바람막이,1,1,1,129500,1.0
2025-12-11,FAMILY,패딩/슬림다운,1,1,1,81000,1.0
2025-12-11,FAMILY,긴바지,1,1,1,47000,1.0
2025-12-11,FAMILY,맨투맨/후드티,1,1,1,46410,1.0
2025-12-11,FAMILY,라운드티,1,1,1,20510,1.0
2025-12-11,GOLD,남성,1,1,1,31190,1.0
2025-12-11,SILVER,남성,5,5,6,1148600,1.0
2025-12-11,SILVER,등산화,1,1,1,151300,1.0
2025-12-11,SILVER,여성,1,1,1,74680,1.0
2025-12-12,FAMILY,남성,34,34,43,4582170,1.0
2025-12-12,FAMILY,여성,4,4,4,811440,1.0
2025-12-12,FAMILY,액세서리,1,1,1,22300,1.0
2025-12-12,FAMILY,볼캡,1,1,1,18000,1.0
2025-12-12,GOLD,남성,5,3,9,1964060,0.6
2025-12-12,GOLD,볼캡,1,1,1,45000,1.0
2025-12-12,GOLD,여성,1,1,1,27410,1.0
2025-12-12,SILVER,남성,19,16,32,5609340,0.8421052631578947
2025-12-12,SILVER,여성,3,3,5,857400,1.0
2025-12-13,FAMILY,남성,23,22,31,1830350,0.9565217391304348
2025-12-13,FAMILY,여성,4,4,6,433660,1.0
2025-12-13,FAMILY,등산화,2,2,2,190800,1.0
2025-12-13,FAMILY,볼캡,1,1,1,35060,1.0
2025-12-13,FAMILY,셋업,1,1,1,25100,1.0
2025-12-13,GOLD,남성,1,1,3,537000,1.0
2025-12-13,SILVER,남성,2,2,3,303690,1.0
2025-12-14,FAMILY,남성,25,25,31,1896630,1.0
2025-12-14,FAMILY,여성,1,1,1,294300,1.0
2025-12-14,FAMILY,등산화,1,1,1,132300,1.0
2025-12-14,FAMILY,라운드티,1,1,1,35000,1.0
2025-12-14,FAMILY,셋업,1,1,1,30800,1.0
2025-12-14,FAMILY,장갑,1,1,1,27070,1.0
2025-12-14,GOLD,여성,1,1,1,462800,1.0
2025-12-14,GOLD,남성,1,1,1,83140,1.0
2025-12-14,SILVER,남성,9,9,11,1323510,1.0
2025-12-14,SILVER,여성,1,1,1,184360,1.0
2025-12-14,SILVER,셋업,1,1,1,134530,1.0
2025-12-14,SILVER,라운드티,1,1,1,33710,1.0
2025-12-14,SILVER,맨투맨/후드티,1,1,1,24500,1.0
2025-12-14,TITANIUM,남성,1,1,2,268300,1.0
2025-12-14,TITANIUM,여성,2,2,3,243400,1.0
2025-12-14,TITANIUM,다운/ 패딩,1,1,1,160120,1.0
2025-12-14,TITANIUM,등산화,1,1,1,146980,1.0
2025-12-14,TITANIUM,상의,1,1,1,65000,1.0
2025-12-15,FAMILY,남성,41,40,62,3374120,0.975609756097561
2025-12-15,FAMILY,여성,4,4,5,695810,1.0
2025-12-15,FAMILY,셋업,10,10,11,599100,1.0
2025-12-15,FAMILY,맨투맨/후드티,9,9,10,465210,1.0
2025-12-15,FAMILY,긴바지,7,7,8,260780,1.0
2025-12-15,FAMILY,자켓/ 베스트,5,5,5,190140,1.0
2025-12-15,FAMILY,상의,2,2,2,75350,1.0
2025-12-15,FAMILY,UNKNOWN,1,1,1,31800,1.0
2025-12-15,FAMILY,장갑,1,1,1,29000,1.0
2025-12-15,FAMILY,라운드티,1,1,1,27390,1.0
2025-12-15,GOLD,남성,3,3,6,1464350,1.0
2025-12-15,GOLD,장갑,1,1,1,59000,1.0
2025-12-15,GOLD,상의,1,1,1,47860,1.0
2025-12-15,GOLD,자켓/ 베스트,1,1,1,39070,1.0
2025-12-15,GOLD,긴바지,1,1,1,34190,1.0
2025-12-15,GOLD,셋업,1,1,1,30280,1.0
2025-12-15,SILVER,남성,16,16,30,3242580,1.0
2025-12-15,SILVER,셋업,2,2,2,109900,1.0
2025-12-15,SILVER,자켓/베스트,1,1,1,82480,1.0
2025-12-15,SILVER,장갑,1,1,1,48920,1.0
2025-12-15,SILVER,맨투맨/후드티,1,1,1,46340,1.0
2025-12-15,SILVER,볼캡,1,1,2,29920,1.0
2025-12-15,SILVER,여성,1,1,1,29000,1.0
2025-12-15,TITANIUM,셋업,1,1,3,239860,1.0
2025-12-15,TITANIUM,자켓/베스트,1,1,2,126860,1.0
2025-12-15,TITANIUM,여성,1,1,2,126780,1.0
2025-12-15,TITANIUM,자켓/ 베스트,1,1,1,79290,1.0
2025-12-15,TITANIUM,남성,1,1,2,71200,1.0
2025-12-15,TITANIUM,긴바지,1,1,2,35000,1.0
2025-12-16,FAMILY,남성,19,19,23,1219200,1.0
2025-12-16,FAMILY,여성,10,10,10,930440,1.0
