order_date,product_code,product_name_kor,product_name,source_image_url,first_orders,first_buyers,quantity,revenue,image_url,image_source
2026-04-19,C55YU5270349,공용 호쏜 레인 로우 옴니테크 방수 스니커즈,HAWTHORNE™ RAIN LO OMNI-TECH™,,1,1,1,46000,assets/product_images/C55YU5270349.jpg,styleship_cdn_pattern+downloaded
2026-04-19,C75YU0677278,공용 데졸 보울 버킷,Desor Bowl Bucket,,1,1,1,44550,https://assetscdn49.styleship.com/assets/columbia/data/ProductImages/a/4/C75YU0677278.jpg,styleship_cdn_pattern
2026-04-19,C66PU5803397,공용 레인보우 스파이어 부니,Rainbow Spire Booney,,1,1,1,35280,https://assetscdn49.styleship.com/assets/columbia/data/ProductImages/a/4/C66PU5803397.jpg,styleship_cdn_pattern
2026-04-19,C72AE1387039,공용 CSC 아웃도어 백그래픽 반팔 티셔츠,CSC Outdoor Back Graphic Tee,,1,1,1,35100,https://assetscdn49.styleship.com/assets/columbia/data/ProductImages/a/4/C72AE1387039.jpg,styleship_cdn_pattern
2026-04-19,C75PU8724010,[공식몰 단독] 공용 타이거 브룩 미니 패커블 숄더백,Tyger Brook Mini Sholder,,1,1,1,31500,https://assetscdn49.styleship.com/assets/columbia/data/ProductImages/a/4/C75PU8724010.jpg,styleship_cdn_pattern
2026-04-19,C75CU5631023,공용 쿨헤드 III 냉감 볼캡,Coolhead III Ball Cap,,1,1,1,26100,https://assetscdn49.styleship.com/assets/columbia/data/ProductImages/a/4/C75CU5631023.jpg,styleship_cdn_pattern
2026-04-19,C75UU1979010,공용 코튼우드 크릭 크로스백,Cottonwood Creek Side Bag,,1,1,1,24100,https://assetscdn49.styleship.com/assets/columbia/data/ProductImages/a/4/C75UU1979010.jpg,styleship_cdn_pattern
2026-04-19,C75PU2410191,공용 스트림 코인 케이스,Price Stream Coin Case,,1,1,1,11700,https://assetscdn49.styleship.com/assets/columbia/data/ProductImages/a/4/C75PU2410191.jpg,styleship_cdn_pattern
2026-04-19,C75PU2409265,공용 스트림 이어폰케이스,Price Stream™ Earphone Case,,1,1,1,9000,https://assetscdn49.styleship.com/assets/columbia/data/ProductImages/a/4/C75PU2409265.jpg,styleship_cdn_pattern
2026-04-20,C75BI8634083,남성 텔루릭스 타이타늄 아웃드라이 와이드,TELLURIX TITANIUM OUTDRY WIDE,,2,2,2,383200,assets/product_images/C75BI8634083.jpg,excel_map+downloaded
2026-04-20,C71WE0791454,남성 애커 록 트윌 인터체인지 데님 자켓,Acker Rock Twill Interchange Jacket,,1,1,1,224100,https://assetscdn49.styleship.com/assets/columbia/data/ProductImages/a/4/C71WE0791454.jpg,styleship_cdn_pattern
2026-04-20,C75YU0154010,공용 헤이지 저니 2 워터프루프 스니커즈,HAZY JOURNEY™ II WATERPROOF,,2,2,2,202920,https://assetscdn49.styleship.com/assets/columbia/data/ProductImages/a/4/C75YU0154010.jpg,styleship_cdn_pattern
2026-04-20,C75BK8634083,여성 텔루릭스 타이타늄 아웃드라이 와이드,TELLURIX TITANIUM OUTDRY WIDE,,1,1,1,195100,assets/product_images/C75BK8634083.jpg,excel_map+downloaded
2026-04-20,C71XE9920464,공용 센트릴리엄 II 3 레이어 방수 자켓,Centrillium II Jacket,,1,1,1,188370,assets/product_images/C71XE9920464.jpg,excel_map+downloaded
2026-04-20,C71XE9920010,[추영우 착용] 공용 센트릴리엄 II 3 레이어 방수 자켓,Centrillium II Jacket,,1,1,1,181870,assets/product_images/C71XE9920010.jpg,excel_map+downloaded
2026-04-20,C75BL4131063,여성 픽프릭 러쉬 아웃드라이 미드,PEAKFREAK RUSH MID OUTDRY,,1,1,1,167200,https://assetscdn49.styleship.com/assets/columbia/data/ProductImages/a/4/C75BL4131063.jpg,styleship_cdn_pattern
2026-04-20,C61XE5850010,공용 센트릴리엄 2.5 레이어 방수 자켓,Centrillium 2.5L Jacket,,1,1,1,150000,assets/product_images/C61XE5850010.jpg,excel_map+downloaded
2026-04-20,C75BM4131247,[추영우 착용] 남성 픽프릭 러쉬 아웃드라이 미드,PEAKFREAK RUSH™ MID OUTDRY™,,1,1,1,144330,https://assetscdn49.styleship.com/assets/columbia/data/ProductImages/a/4/C75BM4131247.jpg,styleship_cdn_pattern
2026-04-20,C72AE5094214,공용 애커 록 컨버터블 팬츠,Acker Rock Convertible Pant,,2,2,2,139000,assets/product_images/C72AE5094214.jpg,excel_map+downloaded
2026-04-20,C72XR9933348,여성 애플게이트 릿지 방풍 자켓,Applegate Ridge Wind Jacket,,1,1,1,134890,https://assetscdn49.styleship.com/assets/columbia/data/ProductImages/a/4/C72XR9933348.jpg,styleship_cdn_pattern
2026-04-20,C75YM8908063,남성 쓰라이브 리바이브 샌들,THRIVE REVIVE SHANDAL,,1,1,1,128600,https://assetscdn49.styleship.com/assets/columbia/data/ProductImages/a/4/C75YM8908063.jpg,styleship_cdn_pattern
