코드,상품명(영문),상품명(한글),공식몰가,네이버최저가,가격차이,최저가몰,링크,이미지URL,공식이미지URL,네이버이미지URL,naver_title,confidence,top3,prev_naver,delta_naver
C66PU2434265,Price Stream Mini Wallet,공용 스트림 미니 지갑,15000,15000,0,EQL,https://www.eqlstore.com/product/GQVN25102289845/detail?utm_source=naver&utm_medium=ep&naver_code=naver_ep,https://assetscdn49.styleship.com/assets/columbia/data/productimages/a/1/C66PU2434265.jpg,https://assetscdn49.styleship.com/assets/columbia/data/productimages/a/1/C66PU2434265.jpg,https://shopping-phinf.pstatic.net/main_5735611/57356119942.jpg,컬럼비아 [본사직영]컬럼비아 공용 스트림 미니 지갑 C66pu2434265,3,"[{""lprice"": 15000, ""mallName"": ""EQL"", ""link"": ""https://www.eqlstore.com/product/GQVN25102289845/detail?utm_source=naver&utm_medium=ep&naver_code=naver_ep""}, {""lprice"": 15000, ""mallName"": ""29CM"", ""link"": ""https://product.29cm.co.kr/catalog/3443691?BSPRG=NAVERSH&utm_content=conversion_navershopping&naver_code=naver_ep&utm_term=3443691&utm_source=growth_naver&utm_campaign=conversion_navershopping&BSCPN=CMCOM&BSCCN1=3443691&utm_medium=display""}, {""lprice"": 15000, ""mallName"": ""컬럼비아스포츠웨어"", ""link"": ""http://www.columbiakorea.co.kr/product/view.asp?pno=20208""}]",15000,0
C66PU2434010,Price Stream Mini Wallet,공용 스트림 미니 지갑,15000,19500,-4500,11번가,https://www.11st.co.kr/connect/Gateway.tmall?method=Xsite&prdNo=9055016642&tid=1000000061,https://shopping-phinf.pstatic.net/main_5867295/58672957606.jpg,,https://shopping-phinf.pstatic.net/main_5867295/58672957606.jpg,[매장정품] []컬럼비아 공용 스트림 미니 지갑 C66PU2434010 3443694,3,"[{""lprice"": 19500, ""mallName"": ""11번가"", ""link"": ""https://www.11st.co.kr/connect/Gateway.tmall?method=Xsite&prdNo=9055016642&tid=1000000061""}, {""lprice"": 21800, ""mallName"": ""BOHATY"", ""link"": ""https://smartstore.naver.com/main/products/13022548634""}]",19500,0
C66PU2423010,Tyger Brook Travel Cube Set,공용 타이거 브룩 트래블 파우치,40000,39420,580,롯데ON,https://www.lotteon.com/p/product/LO2612798159?sitmNo=LO2612798159_2612798160&ch_no=100065&ch_dtl_no=1000030&entryPoint=pcs&dp_infw_cd=CHT,https://assetscdn49.styleship.com/assets/columbia/data/ProductImages/b/1/C66PU2423010.jpg,https://assetscdn49.styleship.com/assets/columbia/data/ProductImages/b/1/C66PU2423010.jpg,https://shopping-phinf.pstatic.net/main_5869667/58696676975.jpg,컬럼비아 COLUMBIA 공용 타이거 브룩 트래블 세트 C66PU2423010 443826,4,"[{""lprice"": 39420, ""mallName"": ""롯데ON"", ""link"": ""https://www.lotteon.com/p/product/LO2612798159?sitmNo=LO2612798159_2612798160&ch_no=100065&ch_dtl_no=1000030&entryPoint=pcs&dp_infw_cd=CHT""}, {""lprice"": 40000, ""mallName"": ""컬럼비아스포츠웨어"", ""link"": ""https://smartstore.naver.com/main/products/12153985435""}, {""lprice"": 40000, ""mallName"": ""컬럼비아스포츠웨어"", ""link"": ""https://shopping.naver.com/outlink/itemdetail/12154009625""}]",39420,0
C66PU2406265,Price Stream Bottle Holder,공용 스트림 물병 파우치,19000,19000,0,컬럼비아스포츠웨어,https://shopping.naver.com/outlink/itemdetail/12154058897,https://assetscdn49.styleship.com/assets/columbia/data/ProductImages/b/4/C66PU2406265.jpg,https://assetscdn49.styleship.com/assets/columbia/data/ProductImages/b/4/C66PU2406265.jpg,https://shopping-phinf.pstatic.net/main_8969856/89698569602.jpg,[본사직영]컬럼비아 공용 스트림 물병 파우치 C66PU2406265,3,"[{""lprice"": 19000, ""mallName"": ""컬럼비아스포츠웨어"", ""link"": ""https://shopping.naver.com/outlink/itemdetail/12154058897""}, {""lprice"": 19000, ""mallName"": ""컬럼비아스포츠웨어"", ""link"": ""https://smartstore.naver.com/main/products/12154033286""}, {""lprice"": 19000, ""mallName"": ""29CM"", ""link"": ""https://product.29cm.co.kr/catalog/3417335?naver_code=naver_ep&utm_term=3417335&utm_source=growth_naver&utm_campaign=conversion_navershopping&BSCPN=CMCOM&BSCCN1=3417335&utm_medium=display&BSPRG=NAVERSH&utm_content=conversion_navershopping""}]",19000,0
C66CU6065624,Itsakeeper Beanie,공용 잇서키퍼 비니,28000,28000,0,컬럼비아스포츠웨어,https://shopping.naver.com/outlink/itemdetail/12416438701,https://assetscdn49.styleship.com/assets/columbia/data/ProductImages/b/4/C66CU6065624.jpg,https://assetscdn49.styleship.com/assets/columbia/data/ProductImages/b/4/C66CU6065624.jpg,https://shopping-phinf.pstatic.net/main_8996094/89960949426.jpg,[본사직영]컬럼비아 공용 잇서키퍼 비니 C66CU6065624,3,"[{""lprice"": 28000, ""mallName"": ""컬럼비아스포츠웨어"", ""link"": ""https://shopping.naver.com/outlink/itemdetail/12416438701""}, {""lprice"": 28000, ""mallName"": ""컬럼비아스포츠웨어"", ""link"": ""https://smartstore.naver.com/main/products/12416047304""}, {""lprice"": 28000, ""mallName"": ""컬럼비아스포츠웨어"", ""link"": ""http://www.columbiakorea.co.kr/product/view.asp?pno=20197""}]",28000,0
C66CU5224429,Jack Creek Trapper Hat,공용 잭 그릭 트래퍼 햇,44000,43990,10,무신사,https://link.musinsa.com/app/goods/5471295?utm_source=naver_jisicshopping&utm_medium=sh&source=NVSH&utm_term={keyword}&utm_content={ad_group},https://assetscdn49.styleship.com/assets/columbia/data/ProductImages/model02/1/C66CU5224429.jpg,https://assetscdn49.styleship.com/assets/columbia/data/ProductImages/model02/1/C66CU5224429.jpg,https://shopping-phinf.pstatic.net/main_5675991/56759915265.jpg,[컬럼비아] 공용 잭 그릭 트래퍼 햇 C66CU5224429,3,"[{""lprice"": 43990, ""mallName"": ""무신사"", ""link"": ""https://link.musinsa.com/app/goods/5471295?utm_source=naver_jisicshopping&utm_medium=sh&source=NVSH&utm_term={keyword}&utm_content={ad_group}""}, {""lprice"": 44000, ""mallName"": ""컬럼비아스포츠웨어"", ""link"": ""https://shopping.naver.com/outlink/itemdetail/12411360538""}, {""lprice"": 44000, ""mallName"": ""컬럼비아스포츠웨어"", ""link"": ""https://smartstore.naver.com/main/products/12410941574""}]",43990,0
C66CU5224010,Jack Creek Trapper Hat,공용 잭 그릭 트래퍼 햇,44000,43490,510,11번가,https://www.11st.co.kr/connect/Gateway.tmall?method=Xsite&prdNo=9059649894&tid=1000000061,https://assetscdn49.styleship.com/assets/columbia/data/productimages/a/1/C66CU5224010.jpg,https://assetscdn49.styleship.com/assets/columbia/data/productimages/a/1/C66CU5224010.jpg,https://shopping-phinf.pstatic.net/main_5869455/58694550018.jpg,컬럼비아 COLUMBIA 공용 잭 그릭 트래퍼 햇 C66CU5224010 412426,3,"[{""lprice"": 43490, ""mallName"": ""11번가"", ""link"": ""https://www.11st.co.kr/connect/Gateway.tmall?method=Xsite&prdNo=9059649894&tid=1000000061""}, {""lprice"": 43990, ""mallName"": ""무신사"", ""link"": ""https://link.musinsa.com/app/goods/5471296?utm_source=naver_jisicshopping&utm_medium=sh&source=NVSH&utm_term={keyword}&utm_content={ad_group}""}, {""lprice"": 44900, ""mallName"": ""롯데ON"", ""link"": ""https://www.lotteon.com/p/product/LO2613706216?sitmNo=LO2613706216_2613706217&ch_no=100065&ch_dtl_no=1000030&entryPoint=pcs&dp_infw_cd=CHT""}]",43490,0
C66CU4164010,Winter Pass II Reversible Bucket Hat,공용 윈터 패스 리버서블 버킷 햇,31200,31190,10,무신사,https://link.musinsa.com/app/goods/5471309?utm_source=naver_jisicshopping&utm_medium=sh&source=NVSH&utm_term={keyword}&utm_content={ad_group},https://assetscdn49.styleship.com/assets/columbia/data/ProductImages/b/1/C66CU4164010.jpg,https://assetscdn49.styleship.com/assets/columbia/data/ProductImages/b/1/C66CU4164010.jpg,https://shopping-phinf.pstatic.net/main_5675992/56759928362.jpg,[컬럼비아] 공용 윈터 패스 리버서블 버킷 햇 C66CU4164010,3,"[{""lprice"": 31190, ""mallName"": ""무신사"", ""link"": ""https://link.musinsa.com/app/goods/5471309?utm_source=naver_jisicshopping&utm_medium=sh&source=NVSH&utm_term={keyword}&utm_content={ad_group}""}, {""lprice"": 31200, ""mallName"": ""컬럼비아스포츠웨어"", ""link"": ""https://smartstore.naver.com/main/products/12410944410""}, {""lprice"": 31200, ""mallName"": ""컬럼비아스포츠웨어"", ""link"": ""https://shopping.naver.com/outlink/itemdetail/12411346469""}]",31190,0
C66CM4724010,M Arctic Slope Seeker,남성 아틱 슬로프 시커 장갑,85000,84210,790,11번가,https://www.11st.co.kr/connect/Gateway.tmall?method=Xsite&prdNo=9014902048&tid=1000000061,https://assetscdn49.styleship.com/assets/columbia/data/ProductImages/b/4/C66CM4724010.jpg,https://assetscdn49.styleship.com/assets/columbia/data/ProductImages/b/4/C66CM4724010.jpg,https://shopping-phinf.pstatic.net/main_5849345/58493456219.jpg,컬럼비아 columbia 남성 아틱 슬로프 시커 장갑 C66CM4724010 128966,3,"[{""lprice"": 84210, ""mallName"": ""11번가"", ""link"": ""https://www.11st.co.kr/connect/Gateway.tmall?method=Xsite&prdNo=9014902048&tid=1000000061""}, {""lprice"": 85000, ""mallName"": ""컬럼비아스포츠웨어"", ""link"": ""https://shopping.naver.com/outlink/itemdetail/12521989055""}, {""lprice"": 85000, ""mallName"": ""컬럼비아스포츠웨어"", ""link"": ""https://smartstore.naver.com/main/products/12521901461""}]",84210,0
C66CM0690010,M Ascender III Softshell Glove,남성 어센더 소프트쉘 글러브,49000,46670,2330,롯데ON,https://www.lotteon.com/p/product/LO2605587297?sitmNo=LO2605587297_2605587298&ch_no=100065&ch_dtl_no=1000030&entryPoint=pcs&dp_infw_cd=CHT,https://assetscdn49.styleship.com/assets/columbia/data/ProductImages/b/1/C66CM0690010.jpg,https://assetscdn49.styleship.com/assets/columbia/data/ProductImages/b/1/C66CM0690010.jpg,https://shopping-phinf.pstatic.net/main_5852790/58527905356.jpg,컬럼비아 COLUMBIA 남성 어센더 소프트쉘 글러브 C66CM0690010 153482,4,"[{""lprice"": 46670, ""mallName"": ""롯데ON"", ""link"": ""https://www.lotteon.com/p/product/LO2605587297?sitmNo=LO2605587297_2605587298&ch_no=100065&ch_dtl_no=1000030&entryPoint=pcs&dp_infw_cd=CHT""}, {""lprice"": 49000, ""mallName"": ""컬럼비아스포츠웨어"", ""link"": ""https://smartstore.naver.com/main/products/10927739310""}, {""lprice"": 49000, ""mallName"": ""컬럼비아스포츠웨어"", ""link"": ""http://www.columbiakorea.co.kr/product/view.asp?pno=20192""}]",46670,0
C66CL9684278,W Powder Lite II Glove,여성 파우더 라이트 글러브,59000,58490,510,롯데ON,https://www.lotteon.com/p/product/LO2604214365?sitmNo=LO2604214365_2604214366&ch_no=100065&ch_dtl_no=1000030&entryPoint=pcs&dp_infw_cd=CHT,https://shopping-phinf.pstatic.net/main_5848379/58483795087.jpg,,https://shopping-phinf.pstatic.net/main_5848379/58483795087.jpg,컬럼비아 columbia 여성 파우더 라이트 글러브 C66CL9684278 128963,4,"[{""lprice"": 58490, ""mallName"": ""롯데ON"", ""link"": ""https://www.lotteon.com/p/product/LO2604214365?sitmNo=LO2604214365_2604214366&ch_no=100065&ch_dtl_no=1000030&entryPoint=pcs&dp_infw_cd=CHT""}, {""lprice"": 58990, ""mallName"": ""무신사"", ""link"": ""https://link.musinsa.com/app/goods/5574394?utm_source=naver_jisicshopping&utm_medium=sh&source=NVSH&utm_term={keyword}&utm_content={ad_group}""}, {""lprice"": 59000, ""mallName"": ""컬럼비아스포츠웨어"", ""link"": ""https://smartstore.naver.com/main/products/12521901722""}]",58490,0
C66CL1055010,W Arctic Slope Seeker,여성 아틱 슬로프 시커 글러브,85000,84210,790,11번가,https://www.11st.co.kr/connect/Gateway.tmall?method=Xsite&prdNo=9014884285&tid=1000000061,https://assetscdn49.styleship.com/assets/columbia/data/productimages/a/1/C66CL1055010.jpg,https://assetscdn49.styleship.com/assets/columbia/data/productimages/a/1/C66CL1055010.jpg,https://shopping-phinf.pstatic.net/main_5849323/58493230938.jpg,컬럼비아 columbia 여성 아틱 슬로프 시커 글러브 C66CL1055010 128983,3,"[{""lprice"": 84210, ""mallName"": ""11번가"", ""link"": ""https://www.11st.co.kr/connect/Gateway.tmall?method=Xsite&prdNo=9014884285&tid=1000000061""}, {""lprice"": 84420, ""mallName"": ""롯데ON"", ""link"": ""https://www.lotteon.com/p/product/LO2587134195?sitmNo=LO2587134195_2587134196&ch_no=100065&ch_dtl_no=1000030&entryPoint=pcs&dp_infw_cd=CHT""}, {""lprice"": 85000, ""mallName"": ""컬럼비아스포츠웨어"", ""link"": ""https://shopping.naver.com/outlink/itemdetail/12488132118""}]",84210,0
C66CL1014010,W Kruser Ridge III Softshell Glove,여성 크루저 릿지 소프트쉘 글러브,49000,45810,3190,네이버,https://search.shopping.naver.com/catalog/57106582332,https://assetscdn49.styleship.com/assets/columbia/data/ProductImages/a/1/C66CL1014010.jpg,https://assetscdn49.styleship.com/assets/columbia/data/ProductImages/a/1/C66CL1014010.jpg,https://shopping-phinf.pstatic.net/main_5710658/57106582332.20251006210503.jpg,컬럼비아 COLUMBIA 여성 크루저 릿지 소프트쉘 글러브 C66CL1014010 415901,4,"[{""lprice"": 45810, ""mallName"": ""네이버"", ""link"": ""https://search.shopping.naver.com/catalog/57106582332""}, {""lprice"": 49000, ""mallName"": ""컬럼비아스포츠웨어"", ""link"": ""https://shopping.naver.com/outlink/itemdetail/10948626993""}, {""lprice"": 49000, ""mallName"": ""컬럼비아스포츠웨어"", ""link"": ""https://smartstore.naver.com/main/products/10948465344""}]",45810,0
C66BM7354010,KONOS TRS OUTDRY MID,남성 코노스 TRS 아웃드라이 미드,199000,159200,39800,EQL,https://www.eqlstore.com/product/GQVN25111399734/detail?utm_source=naver&utm_medium=ep&naver_code=naver_ep,https://assetscdn49.styleship.com/assets/columbia/data/ProductImages/a/4/C66BM7354010.jpg,https://assetscdn49.styleship.com/assets/columbia/data/ProductImages/a/4/C66BM7354010.jpg,https://shopping-phinf.pstatic.net/main_5784069/57840698436.jpg,컬럼비아 [본사직영]컬럼비아 남성 코노스 Trs 아웃드라이 미드 C66bm7354010,3,"[{""lprice"": 159200, ""mallName"": ""EQL"", ""link"": ""https://www.eqlstore.com/product/GQVN25111399734/detail?utm_source=naver&utm_medium=ep&naver_code=naver_ep""}, {""lprice"": 159200, ""mallName"": ""컬럼비아스포츠웨어"", ""link"": ""https://shopping.naver.com/outlink/itemdetail/12176978259""}, {""lprice"": 159200, ""mallName"": ""컬럼비아스포츠웨어"", ""link"": ""https://smartstore.naver.com/main/products/12176959115""}]",159200,0
C66BL7354083,KONOS TRS OUTDRY MID,여성 코노스 TRS 아웃드라이 미드,199000,159200,39800,컬럼비아스포츠웨어,https://smartstore.naver.com/main/products/12176959788,https://assetscdn49.styleship.com/assets/columbia/data/ProductImages/h/1/C66BL7354083.jpg,https://assetscdn49.styleship.com/assets/columbia/data/ProductImages/h/1/C66BL7354083.jpg,https://shopping-phinf.pstatic.net/main_8972147/89721470493.1.jpg,[본사직영]컬럼비아 여성 코노스 TRS 아웃드라이 미드 경량등산화 C66BL7354083,3,"[{""lprice"": 159200, ""mallName"": ""컬럼비아스포츠웨어"", ""link"": ""https://smartstore.naver.com/main/products/12176959788""}, {""lprice"": 159200, ""mallName"": ""컬럼비아스포츠웨어"", ""link"": ""https://shopping.naver.com/outlink/itemdetail/12176974377""}, {""lprice"": 165750, ""mallName"": ""G마켓"", ""link"": ""https://link.gmarket.co.kr/gate/pcs?item-no=4622624130&sub-id=1003&service-code=10000003&lcd=100000043""}]",159200,0
C66BL6246101,KONOS TRS OUTDRY,여성 코노스 TRS 아웃드라이,189000,114810,74190,롯데ON,https://www.lotteon.com/p/product/LO2563771637?sitmNo=LO2563771637_2563771638&ch_no=100065&ch_dtl_no=1000030&entryPoint=pcs&dp_infw_cd=CHT,https://assetscdn49.styleship.com/assets/columbia/data/ProductImages/i/4/C66BL6246101.jpg,https://assetscdn49.styleship.com/assets/columbia/data/ProductImages/i/4/C66BL6246101.jpg,https://shopping-phinf.pstatic.net/main_5728718/57287182339.jpg,컬럼비아 여성 러닝 트레킹화 코노스 TRS 아웃드라이 WHITE C66BL6246101,4,"[{""lprice"": 114810, ""mallName"": ""롯데ON"", ""link"": ""https://www.lotteon.com/p/product/LO2563771637?sitmNo=LO2563771637_2563771638&ch_no=100065&ch_dtl_no=1000030&entryPoint=pcs&dp_infw_cd=CHT""}, {""lprice"": 132300, ""mallName"": ""컬럼비아스포츠웨어"", ""link"": ""https://shopping.naver.com/outlink/itemdetail/11470616727""}, {""lprice"": 132300, ""mallName"": ""컬럼비아스포츠웨어"", ""link"": ""https://smartstore.naver.com/main/products/11470551123""}]",114810,0
C64XR9092191,Misty Trees II Interchange Jacket,여성 미스티 트리즈 II 인터체인지 자켓,319200,289000,30200,옥션,https://link.auction.co.kr/gate/pcs?item-no=F414464183&sub-id=1&service-code=10000003,https://shopping-phinf.pstatic.net/main_5796309/57963091603.1.jpg,,https://shopping-phinf.pstatic.net/main_5796309/57963091603.1.jpg,컬럼비아 여성 방수 다운 미스티 트리즈 II 인터체인지 자켓 C64XR9092010 C64XR9092191,3,"[{""lprice"": 289000, ""mallName"": ""옥션"", ""link"": ""https://link.auction.co.kr/gate/pcs?item-no=F414464183&sub-id=1&service-code=10000003""}, {""lprice"": 299000, ""mallName"": ""쿠팡"", ""link"": ""https://link.coupang.com/re/PCSNAVERPCSDP?pageKey=9217377683&ctag=9217377683&lptag=V94192761809&itemId=27233682683&vendorItemId=94192761809&spec=10305199""}, {""lprice"": 299000, ""mallName"": ""쿠팡"", ""link"": ""https://link.coupang.com/re/PCSNAVERPCSDP?pageKey=9217377683&ctag=9217377683&lptag=V94192761812&itemId=27233682681&vendorItemId=94192761812&spec=10305199""}]",289000,0
C64XR9092010,Misty Trees II Interchange Jacket,여성 미스티 트리즈 II 인터체인지 자켓,319200,289000,30200,옥션,https://link.auction.co.kr/gate/pcs?item-no=F414464183&sub-id=1&service-code=10000003,https://assetscdn49.styleship.com/assets/columbia/data/productimages/a/1/C64XR9092010.jpg,https://assetscdn49.styleship.com/assets/columbia/data/productimages/a/1/C64XR9092010.jpg,https://shopping-phinf.pstatic.net/main_5796309/57963091603.1.jpg,컬럼비아 여성 방수 다운 미스티 트리즈 II 인터체인지 자켓 C64XR9092010 C64XR9092191,3,"[{""lprice"": 289000, ""mallName"": ""옥션"", ""link"": ""https://link.auction.co.kr/gate/pcs?item-no=F414464183&sub-id=1&service-code=10000003""}, {""lprice"": 319200, ""mallName"": ""컬럼비아스포츠웨어"", ""link"": ""https://shopping.naver.com/outlink/itemdetail/12386626726""}, {""lprice"": 319200, ""mallName"": ""컬럼비아스포츠웨어"", ""link"": ""https://smartstore.naver.com/main/products/12386554884""}]",289000,0
C64AR7330659,Helvetia II Cropped Half Snap Fleece,여성 헬베시아 II 크롭 하프스냅 플리스 풀오버,79000,79000,0,컬럼비아스포츠웨어,http://www.columbiakorea.co.kr/product/view.asp?pno=20164,https://shopping-phinf.pstatic.net/main_5657432/56574329603.jpg,,https://shopping-phinf.pstatic.net/main_5657432/56574329603.jpg,컬럼비아 여성 헬베시아 II 크롭 하프스냅 플리스 풀오버 C64AR7330659,3,"[{""lprice"": 79000, ""mallName"": ""컬럼비아스포츠웨어"", ""link"": ""http://www.columbiakorea.co.kr/product/view.asp?pno=20164""}, {""lprice"": 89800, ""mallName"": ""쿠팡"", ""link"": ""https://link.coupang.com/re/PCSNAVERPCSDP?pageKey=9171384209&ctag=9171384209&lptag=P9171384209&itemId=27030240284&vendorItemId=93998791731&spec=10305199""}]",79000,0
C64AR7330561,Helvetia II Cropped Half Snap Fleece,[공식몰 단독] 여성 헬베시아 II 크롭 하프스냅 플리스 풀오버,79000,104100,-25100,11번가,https://www.11st.co.kr/connect/Gateway.tmall?method=Xsite&prdNo=9033445114&tid=1000000061,https://shopping-phinf.pstatic.net/main_5856775/58567755320.jpg,,https://shopping-phinf.pstatic.net/main_5856775/58567755320.jpg,컬럼비아 여성 여자 우먼스 헬베시아 II 크롭 하프스냅 후리스 플리스 뽀글이 쉐르파 풀오버 C64AR7330561,3,"[{""lprice"": 104100, ""mallName"": ""11번가"", ""link"": ""https://www.11st.co.kr/connect/Gateway.tmall?method=Xsite&prdNo=9033445114&tid=1000000061""}, {""lprice"": 108540, ""mallName"": ""G마켓"", ""link"": ""https://link.gmarket.co.kr/gate/pcs?item-no=4645385168&sub-id=1003&service-code=10000003&lcd=100000105""}, {""lprice"": 108800, ""mallName"": ""쿠팡"", ""link"": ""https://link.coupang.com/re/PCSNAVERPCSDP?pageKey=9195735547&ctag=9195735547&lptag=I27143488659&itemId=27143488659&vendorItemId=94111376165&spec=10305199""}]",104100,0
C64AR7330262,Helvetia II Cropped Half Snap Fleece,여성 헬베시아 II 크롭 하프스냅 플리스 풀오버,79000,64810,14190,네이버,https://search.shopping.naver.com/catalog/58769197176,https://assetscdn49.styleship.com/assets/columbia/data/ProductImages/model03/1/C64AR7330262.jpg,https://assetscdn49.styleship.com/assets/columbia/data/ProductImages/model03/1/C64AR7330262.jpg,https://shopping-phinf.pstatic.net/main_5876919/58769197176.20260202172831.jpg,컬럼비아 여성 헬베시아 II 크롭 하프스냅 플리스 아노락 카멜 C64AR7330262,4,"[{""lprice"": 64810, ""mallName"": ""네이버"", ""link"": ""https://search.shopping.naver.com/catalog/58769197176""}, {""lprice"": 70470, ""mallName"": ""롯데ON"", ""link"": ""https://www.lotteon.com/p/product/LO2551650804?sitmNo=LO2551650804_2551650805&ch_no=100065&ch_dtl_no=1000030&entryPoint=pcs&dp_infw_cd=CHT""}, {""lprice"": 73800, ""mallName"": ""11번가"", ""link"": ""https://www.11st.co.kr/connect/Gateway.tmall?method=Xsite&prdNo=8715150081&tid=1000000061""}]",64810,0
C64AR7330008,Helvetia II Cropped Half Snap Fleece,여성 헬베시아 II 크롭 하프스냅 플리스 풀오버,79000,63960,15040,네이버,https://search.shopping.naver.com/catalog/58443234061,https://shopping-phinf.pstatic.net/main_5844323/58443234061.20260109181436.jpg,,https://shopping-phinf.pstatic.net/main_5844323/58443234061.20260109181436.jpg,매장품 컬럼비아 여성 헬베시아 II 크롭 하프스냅 플리스 풀오버 C64AR7330008,4,"[{""lprice"": 63960, ""mallName"": ""네이버"", ""link"": ""https://search.shopping.naver.com/catalog/58443234061""}, {""lprice"": 105150, ""mallName"": ""옥션"", ""link"": ""https://link.auction.co.kr/gate/pcs?item-no=F459431627&sub-id=1&service-code=10000003""}, {""lprice"": 108960, ""mallName"": ""G마켓"", ""link"": ""https://link.gmarket.co.kr/gate/pcs?item-no=4653295219&sub-id=1003&service-code=10000003&lcd=100000096""}]",63960,0
C64AR5760554,Helvetia II Printed Cropped Half Snap,여성 헬베시아 II 프린티드 하프스냅 플리스 풀오버,89000,76750,12250,롯데ON,https://www.lotteon.com/p/product/LO2604234525?sitmNo=LO2604234525_2604234528&ch_no=100065&ch_dtl_no=1000030&entryPoint=pcs&dp_infw_cd=CHT,https://assetscdn49.styleship.com/assets/columbia/data/ProductImages/b/1/C64AR5760554.jpg,https://assetscdn49.styleship.com/assets/columbia/data/ProductImages/b/1/C64AR5760554.jpg,https://shopping-phinf.pstatic.net/main_5848381/58483819172.jpg,컬럼비아 columbia 여성 헬베시아 II 프린티드 하프스냅 플리스 풀오버 C64AR5760554 128832,4,"[{""lprice"": 76750, ""mallName"": ""롯데ON"", ""link"": ""https://www.lotteon.com/p/product/LO2604234525?sitmNo=LO2604234525_2604234528&ch_no=100065&ch_dtl_no=1000030&entryPoint=pcs&dp_infw_cd=CHT""}, {""lprice"": 78740, ""mallName"": ""롯데ON"", ""link"": ""https://www.lotteon.com/p/product/LO2605576507?sitmNo=LO2605576507_2605576510&ch_no=100065&ch_dtl_no=1000030&entryPoint=pcs&dp_infw_cd=CHT""}, {""lprice"": 78860, ""mallName"": ""11번가"", ""link"": ""https://www.11st.co.kr/connect/Gateway.tmall?method=Xsite&prdNo=9015013429&tid=1000000061""}]",76750,0
C64AR5760256,Helvetia II Printed Cropped Half Snap,[공식몰 단독] 여성 헬베시아 II 프린티드 하프스냅 플리스 풀오버,89000,76260,12740,롯데ON,https://www.lotteon.com/p/product/LO2604240123?sitmNo=LO2604240123_2604240124&ch_no=100065&ch_dtl_no=1000030&entryPoint=pcs&dp_infw_cd=CHT,https://assetscdn49.styleship.com/assets/columbia/data/ProductImages/model09/1/C64AR5760256.jpg,https://assetscdn49.styleship.com/assets/columbia/data/ProductImages/model09/1/C64AR5760256.jpg,https://shopping-phinf.pstatic.net/main_5848384/58483849053.jpg,컬럼비아 columbia 여성 헬베시아 II 프린티드 하프스냅 플리스 풀오버 C64AR5760256 128765,4,"[{""lprice"": 76260, ""mallName"": ""롯데ON"", ""link"": ""https://www.lotteon.com/p/product/LO2604240123?sitmNo=LO2604240123_2604240124&ch_no=100065&ch_dtl_no=1000030&entryPoint=pcs&dp_infw_cd=CHT""}, {""lprice"": 79800, ""mallName"": ""네이버"", ""link"": ""https://search.shopping.naver.com/catalog/58660012973""}, {""lprice"": 89000, ""mallName"": ""컬럼비아스포츠웨어"", ""link"": ""http://www.columbiakorea.co.kr/product/view.asp?pno=20158""}]",76260,0
C64AE9014010,M Omni-Heat Infinity Tight,남성 옴니히트인피니티 베이스레이어 타이즈,69000,78400,-9400,쿠팡,https://link.coupang.com/re/PCSNAVERPCSDP?pageKey=9207724168&ctag=9207724168&lptag=P9207724168&itemId=27194907015&vendorItemId=94162374098&spec=10305199,https://shopping-phinf.pstatic.net/main_5791530/57915306404.jpg,,https://shopping-phinf.pstatic.net/main_5791530/57915306404.jpg,컬럼비아 COLUMBIA 남성 옴니히트인피니티 베이스레이어 타이즈 C64AE9014010 2484809  M,3,"[{""lprice"": 78400, ""mallName"": ""쿠팡"", ""link"": ""https://link.coupang.com/re/PCSNAVERPCSDP?pageKey=9207724168&ctag=9207724168&lptag=P9207724168&itemId=27194907015&vendorItemId=94162374098&spec=10305199""}]",78400,0
C63AR4742271,Brea Falls Cotton Ripstop Pant,여성 브리 폴스 코튼 립스탑 카고 팬츠,87200,84170,3030,롯데ON,https://www.lotteon.com/p/product/LO2545544079?sitmNo=LO2545544079_2545544080&ch_no=100065&ch_dtl_no=1000030&entryPoint=pcs&dp_infw_cd=CHT,https://assetscdn49.styleship.com/assets/columbia/data/ProductImages/model04/1/C63AR4742271.jpg,https://assetscdn49.styleship.com/assets/columbia/data/ProductImages/model04/1/C63AR4742271.jpg,https://shopping-phinf.pstatic.net/main_5667443/56674431680.1.jpg,컬럼비아 여성 브리 폴스 코튼 립스탑 카고 팬츠 C63AR4742271 1363484,4,"[{""lprice"": 84170, ""mallName"": ""롯데ON"", ""link"": ""https://www.lotteon.com/p/product/LO2545544079?sitmNo=LO2545544079_2545544080&ch_no=100065&ch_dtl_no=1000030&entryPoint=pcs&dp_infw_cd=CHT""}, {""lprice"": 87200, ""mallName"": ""컬럼비아스포츠웨어"", ""link"": ""http://www.columbiakorea.co.kr/product/view.asp?pno=20150""}, {""lprice"": 87200, ""mallName"": ""컬럼비아스포츠웨어"", ""link"": ""https://shopping.naver.com/outlink/itemdetail/12231782437""}]",84170,0
